,name,ingredients,instructions,preparation_time,cooking_time,total_time,image_url,source
47,Poulet au poulet marocain marocain," tous  haricots verts de 1 livre, 4 carottes coupées, coupées en deux et divisé en deux et cinglées 3 cuillères à soupe d'huile d'olive extra-virginpoitrines de poulet désossées (environ 8 onces chacune) 1 petite échalote, finement hachée (environ 1/3 tasse) 1 1/2 tasse de bouillon de poulet à faible sodium 1/4 tasse d'abricots séchés, hachés 1/4 tasse de petites olives vertes, coupé2 cuillères à café Harissa","Racks de position dans les tiers supérieurs et inférieurs du four;Préchauffer à 450 degrés F. Mélanger les haricots verts et les carottes avec 2 cuillères à soupe d'huile d'olive, 1/2 cuillère à café de chaque Ras El Hanout et Salt et quelques grinces de poivre sur une plaque à pâtisserie à bord.Rôtir sur la grille supérieure jusqu'à ce qu'ils soient tendres et légèrement dorés, ajoutant les amandes à mi-chemin, de 25 à 30 minutes.Pendant ce temps, chauffer les 1 cuillères à soupe d'huile d'olive restantes dans une grande poêle à feu moyen-élevé.Assaisonner le poulet des deux côtés avec les 1 cuillères à café restantes Ras El Hanout et une pincée de sel et de poivre.Ajouter à la poêle;Cuire jusqu'à ce qu'ils soient dorés, 3 à 4 minutes de chaque côté.Transférer dans une autre plaque à pâtisserie à rebord et rôtir sur la grille inférieure du four jusqu'à ce qu'ils soient cuits, environ 10 minutes.Retournez la poêle à feu moyen-élevé et ajoutez l'échalote.Cuire, en remuant, jusqu'à tendreté, environ 1 minute.Incorporer le bouillon de poulet, gratter les morceaux dorés, puis ajouter les abricots, les olives et la harissa.Cuire jusqu'à ce que les abricots ramollissent et que le bouillon soit réduit de deux tiers, environ 5 minutes;Assaisonnez avec du sel.Versez les jus accumulés du poulet dans la sauce.Trancher le poulet et servir avec les légumes rôtis.Verser la sauce sur le poulet.",11,46,57,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2018/3/8/0/FNM_040118-Moroccan-Spice-Chicken_s4x3.jpg.rend.hgtvcom.476.357.suffix/1520543508171.jpeg,https://www.foodnetwork.com/recipes/food-network-kitchen/moroccan-spiced-chicken-5127441
48,Couscous végétal avec pesto marocain couscous végétal avec pesto marocain," tout pour le pesto: 1 tasse de coriandre fraîche (feuil et quelques tiges) 1/2 tasse de persil frais (tiges réservées au couscous) 2 cuillères à soupe d'amandes entières 1/2 clou de gousseCouscous: 4 cuillères à soupe de beurre non salé sel casher sel 1 oignon, coupé en 8 coins 1 bâton de cannelle 1 14 -oucer  boîte de tomates pelées, coupé en deux 2 petites carottes, coupées en morceaux 1 courgette et / ou 1 grontement à bette à bec, haché 1/3 tasse de raisins secsPoivre fraîchement moulu 1 1/2 tasse de couscous de blé entier","Faire le pesto: combiner la coriandre, les feuilles de persil, les amandes et l'ail dans un robot culinaire;pouls jusqu'à hachée grossièrement.Ajouter l'huile d'olive et 1/2 cuillère à café de sel;traiter jusqu'à consistance lisse.Préparez les légumes pour le couscous: chauffer un large pot à fond lourd à feu moyen.Ajouter 3 cuillères à soupe de beurre et 1 cuillère à café de sel;Cuire jusqu'à ce que le beurre commence à faire dorer.Ajoutez l'oignon.Attachez les tiges de persil réservées et la cannelle collez avec de la ficelle;Ajouter au pot.Cuire en remuant de temps en temps jusqu'à ce que l'oignon soit légèrement doré, environ 5 minutes.Ajouter les tomates, 1 tasse d'eau, les carottes, les courgettes et / ou la bette à bec suisse, les raisins secs, 1 1/2 cuillère à café de sel et le poivre au goût.Cuire en remuant de temps en temps jusqu'à ce que les légumes soient des tendances nettes, environ 15 minutes.Retirez le persil et la cannelle.Pendant ce temps, faites cuire le couscous comme le dirige l'étiquette.Ajouter les 1 cuillère à soupe restante du beurre, assaisonner de sel et de poivre et duvet avec une fourchette.Garnir le couscous avec les légumes et le pesto.",92,9,101,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2009/6/12/0/FNM080109Weeknight035_s4x3.jpg.rend.hgtvcom.476.357.suffix/1371589347361.jpeg,https://www.foodnetwork.com/recipes/food-network-kitchen/vegetable-couscous-with-moroccan-pesto-recipe-2103798
49,Poulet marocain avec courge et prunes séchées poulet marocain avec courge et prunes séchées,"  7 cuillères à soupe d'huile d'olive 1 citron, zeste râpé et jus (environ 2 à 3 cuillères à soupe de jus) plus 2 citrons, en quartiers, pour garnir 1 cuillère à café de harissa 4 cuisses de poulet sans peau, (environ 2 livres) 1/2 tasse de bouillon de poulet pincebrins 1 grand oignon, haché 3 courgettes moyennes, coupées en demi-lunes ou morceaux ou morceaux de 1/2 pouces 3 courge jaune, coupées en demi-lunes ou morceaux ou morceaux de tomates à prune moyenne, 1/2 tasse de tmes de tasse séchées en quartiers (Environ 10) 1/4 tasse d'olives noires, du sel grossier à pite et du poivre noir fraîchement fraîchement fissuré 1/4 tasse d'amandes 2 cuillères à soupe hachées de persil pte à feuil ptes suggestion: ménge d'épices à pain pt, recette suit le ménge d'épices: 1 cuillère à café de cannelle moulue 1 cuillère à caféCardamome 1/4 cuillère à café de curcuma moulu 1/2 cuillère à café de cumin moulu 1/2 cuillère à café de paprika sucré 1/2 cuillère à café de gingembre 1 1/2 cuillère à café","Dans un bol en verre moyen, mélanger le mélange d'épices, 2 cuillères à soupe d'huile d'olive, le zeste de citron, le jus de citron et la harissa.Ajouter les cuisses de poulet et remuer pour enrober.Couvrir le bol avec une pellicule plastique et réfrigérer au moins 1 heure ou jusqu'à 3 heures.Réchauffez le bouillon de poulet et ajoutez les brins de safran, puis permettez de ralentir au moins 1 heure ou jusqu'à 3 heures.Préchauffer le four à 350 degrés F. Retirer les cuisses de poulet de la marinade.Dans un four hollandais à feu vif, brunissez les cuisses de poulet des deux côtés en 2 cuillères à soupe d'huile d'olive, environ 2 à 3 minutes par côté.Mettez le poulet de côté dans une assiette.Réduire le feu à moyen, ajouter 1 cuillère à soupe d'huile d'olive dans la casserole et faire sauter l'oignon jusqu'à ce qu'il soit doré, environ 5 minutes.Placer les cuisses de poulet sur les oignons et ajouter tout jus accumulé de l'assiette.Disposez les courgettes et les quartiers de courges jaunes et de tomates sur le poulet et rentrer dans les pruneaux et les olives.Assaisonner bien avec du sel et du poivre.Verser sur le bouillon de poulet et le safran.Couvrir et placer sur le rack inférieur du four.Laisser cuire non perturbé 1 1/2 à 2 heures, jusqu'à ce que les légumes soient tendres et que le poulet tombe de l'os.Retirer du four et transférer le contenu du four hollandais vers un grand plat de service.Chauffer 2 cuillères à soupe d'huile d'olive dans une petite casserole à feu vif jusqu'à ce qu'elle soit chaude mais pas fumer.Ajouter les amandes et faire frire jusqu'à ce que les peaux commencent à craquer, environ 2 à 3 minutes.Versez les amandes et l'huile chaude sur les légumes et le poulet sur le plat de service.Saupoudrer de persil haché et servir, en cuillère sur la sauce dans le plat et en garnissant chaque assiette avec les quartiers de citron.Mélange d'épices: rendement: 2 à 3 cuillères à soupe de mélanger les épices dans un broyeur de café et broyer en une poudre à fin moyen.Ajouter le sel casher et le poivre.Conservez dans un récipient serré à l'air, s'ils ne sont pas utilisés immédiatement.",9,29,38,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2007/11/21/0/GY0101_Chicken_Stew.jpg.rend.hgtvcom.476.357.suffix/1384899447751.jpeg,https://www.foodnetwork.com/recipes/moroccan-chicken-with-squash-and-dried-plums-recipe-2047101
50,Pain plat marocain de pois chiches.,"   1 recettes de pain de base 1 cuillère à soupe de graines de cumin, légèrement fissurées 2 cuillères à soupe de coriandre, légèrement fissurées 1 cannide, drainé et purée","Au stade 2 de la recette de base, mélangez les graines de cumin, les graines de coriandre et les pois chiches et continuez à travers la recette normale jusqu'au stade 5, lorsque vous devez diviser votre lot de pâte en 10 pièces.Découvrez chacun de ceux-ci à 1/4 de pouce d'épaisseur et retirez doucement dans une forme ovale légèrement irrégulière.Cuire 1 ou 2 à la fois, selon la taille de votre four, tout de suite sans seconde preuve, directement sur les barres du four préchauffé à 450 degrés F. Ils mettent environ 4 minutes pour cuire et gonfler au-delà de la croyance.Laisser refroidir légèrement pendant quelques minutes avant de servir.;",22,43,65,on est entrain de generer l image de cette recette ...,https://www.foodnetwork.com/recipes/jamie-oliver/chickpea-moroccan-flatbread-recipe-1910022
51,Ragoût de boeuf marocain à la cuisson lente avec couscous ragoût de boeuf marocain à la cuisson lente avec couscous,"  3 carottes, tranchés finement sur un angle 1/2 de grande racine de céleri, pelé et coupé en morceaux de 1 pouce (environ 2 tasses) 3/4 tasse de pruneaux à pite, haché 1 1/4 livres de boeuf viande 1 cuillère à soupe ras elHanout (assaisonnement marocain) sel casher et poivron fraîchement moulu 2 tasses bouillons de poulet à faible sodium 2 cuillères à soupe pâte de tomate 1 tasse de couscous 2 cuillères à café de pâte de harissa, et plus pour servir  coriandre fraîche, à forte garniture","Remuer les carottes, la racine de céleri et 1/2 tasse de tasse dans une mijoteuse de 6 à 8 quart.Mélanger le bœuf avec le Ras El Hanout, 1 cuillère à café de sel et quelques grinces de poivre dans un grand bol.Disposer sur les légumes.Fouetter le bouillon de poulet et la pâte de tomate dans un petit bol ou une tasse à mesurer liquide et verser sur la viande et les légumes.Couvrir et cuire à bassesse jusqu'à ce que la viande soit tendre, de 7 à 8 heures.Environ 15 minutes avant de servir, faites cuire le couscous comme l'étiquette dirige.Écrasez la graisse du haut du ragoût avec une louche et jetez.Incorporer la harissa et assaisonner de sel et de poivre.Divisez le couscous et le ragoût dans les bols.Garnir avec les 1/4 tasse restants et la coriandre;Servir avec plus de harissa.",28,85,113,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2018/12/28/0/FNM_010119-Slow-Cooker-Moroccan-Beef-Stew-with-Coucous_s4x3.jpg.rend.hgtvcom.476.357.suffix/1546017396399.jpeg,https://www.foodnetwork.com/recipes/food-network-kitchen/slow-cooker-moroccan-beef-stew-with-couscous-5532067
52,Poulet marocain et couscous poulet marocain et couscous,"  2 carottes, en tranches fines 2 cuillères à soupe d'huile d'olive extra-vierCumin 1/2 cuillère à café de cannelle moulue 1 tasse de couscous 1 15-ocension peut faire des pois chiches a ajouté, drainés et rincés 1/4 tasse d'abricots séchés ou de pruneaux râpés zeste de 1/2 citron, plus jumeau de 1 citron 1/2tasse de coriandre fraîche hachée","Mélanger les carottes et 1 tasse d'eau dans une casserole à feu moyen-élevé.Cuire jusqu'à tension nette, environ 7 minutes;Couvrir et réserver.Pendant ce temps, chauffer une grande poêle à feu moyen-élevé.Ajouter l'huile d'olive, puis ajouter le poulet et assaisonner de sel et de poivre.Cuire en tournant de temps en temps jusqu'à ce qu'ils soient dorés et juste cuits à travers, environ 4 minutes.Transférer sur une plaque à l'aide d'une cuillère à fentes.Ajouter l'oignon à la poêle et assaisonner avec 1/4 cuillère à café de sel.Couvrir et cuire, en remuant de temps en temps, jusqu'à ce qu'il soit légèrement doré, environ 6 minutes.Incorporer le cumin et la cannelle;Retirer du feu.Ajouter le couscous, les pois chiches, les abricots et le zeste de citron à la poêle.Ajouter les carottes et l'eau de cuisson chaude (remettre à mijoter si le liquide a refroidi);Remuer pour combiner.Ajouter le poulet et les jus collectés.Couvrir et laisser reposer jusqu'à ce que le liquide soit absorbé et que le couscous soit tendre, environ 5 minutes;peluche avec une fourchette.Incorporer le jus de citron et la coriandre.Assaisonnez avec du sel.",50,62,112,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2014/8/27/1/FNM_100114-Moroccan-Chicken-and-Couscous-Recipe_s4x3.jpg.rend.hgtvcom.476.357.suffix/1409241553461.jpeg,https://www.foodnetwork.com/recipes/food-network-kitchen/moroccan-chicken-and-couscous-3363557
53,Poisson blanc épicé marocain poisson blanc épicé marocain," tous  1 à 2 livres de poisson bnc entier 1 citron, jus 1/4 tasse d'huile d'olive 2 gousses d'ail, hachée 4 cuillères à soupe de ménge d'épices marocain,  recette suit  corianderCinnelle moulue 1 cuillère à café","Préchauffer le four à 400 degrés F. Marquez le poisson avec un couteau d'office en faisant plusieurs fentes de 1 pouce dans la peau de chaque côté, en faisant attention de ne pas couper trop profondément.Mettez le poisson sur un plat et arrosez du jus de citron et 1/2 de l'huile.Appuyez sur l'ail dans les marques de score.Frottez le mélange d'épices partout à l'intérieur et à l'extérieur du poisson.Couvrir d'une pellicule plastique et laisser mariner au réfrigérateur pendant une heure.Chauffer une poêle suffisamment grande pour maintenir le poisson entier à feu vif jusqu'à ce qu'il fumait presque.Versez soigneusement l'huile restante dans la casserole et laissez-la chauffer.Placer le poisson dans la poêle, saisir bien les deux côtés, puis le placer dans le four pendant environ 7 minutes, ou jusqu'à ce que le poisson se floconne facilement.Transférer le poisson dans un plateau de service.Mélange d'épices marocain: rendement: 3/4 tasse de combinaison tous les ingrédients dans un petit bol.",49,97,146,on est entrain de generer l image de cette recette ...,https://www.foodnetwork.com/recipes/moroccan-spiced-white-fish-recipe-2102752
54,Poitrine marocaine de la mijoteuse avec des oignons rouges et du couscous abricot poitrine marocaine à la mijoteuse avec des oignons rouges et du couscous abricot," tous  1 grand oignon rouge, tranché en quartiers minces 2 panais, haché 2 livres de poitrine de bœuf désossée et poitrine de bœuf et poivron noir fraîchement moulu 2 cuillères à café de coriandre hachée 2 cuillères à caféAbricots séchés entiers 1 tasse de vin rouge sec 1/2 tasse de bouillon de boeuf réduit de sodium 2 cuillères à soupe","Disposez les quartiers d'oignon et les panais au fond de la mijoteuse.Assaisonner le bœuf partout avec du sel et du poivre noir.Dans un petit bol, mélanger la coriandre, le cumin, la cannelle, la poudre d'ail et la muscade.Frottez le mélange d'épices partout sur le bœuf.Disposez le bœuf sur les oignons et les panais dans la mijoteuse.Disposez les abricots autour du bœuf.Dans un petit bol, fouetter le vin, le bouillon et le miel.Versez le mélange sur le bœuf et les légumes.Couvrir et cuire à bas niveau pendant 6 à 8 heures ou haut pendant 3 à 4 heures.Cuire le couscous selon les instructions de l'emballage.Servir le bœuf, les légumes et les abricots sur le couscous.Verser sur une sauce supplémentaire de la mijoteuse et garnir de coriandre.",45,22,67,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2007/7/9/0/RM0508_robinmoroccanbrisket.jpg.rend.hgtvcom.476.357.suffix/1371585891447.jpeg,https://www.foodnetwork.com/recipes/robin-miller/slow-cooker-moroccan-brisket-with-red-onions-and-apricot-couscous-recipe-1948232
55,Poulet marocain avec couscous abricot et sauce olive verte dans du pain plat poulet marocain avec couscous et sauce olive verte et vert dans le pain plat," tous  épices marocaines: 1 bâton de cannelle, haché en morceaux 8 gousses entières 1 cuillère à café de cayenne 2 cuillères à café de graine de cumin 1 cuillère à café de fenouil 1 curiandre graine de coriandre 1 cuillère à soupe de sucre doux Paprika (31/ 2 livres) Poulet en plein air entier sel casher et poivre noir fraîchement moulu 1 citron, réduit en deux 1/4 tas1/4 tasse d'amandes entières, grillées 2 oignons verts, pièces vertes seulement 2 poignées de menthe fraîche feuil 2 poignées de coriandre fraîche feuil 1/2 citron, jus de 2 cuillères à soupe d'huile d'olive extra-virgin/ 2 tasse d'huile d'olive extra-vierge, plus 2 cuillères à soupe 2 échalotes, en tranches 1 chili rouge frais, coupé de moitié à  longueur 1/2 livre de grandes olives espagno vertes, à piqûres 1/4 tasse de persil ptes à feuil ptes feuil 2 cuillères à soupe de vinaigre de sherry 1/2citron, jus de 4 pièces vosh pain, coupé en 1/2","Pour préparer le mélange d'épices marocain pour le poulet: mélanger le bâton de cannelle, les gousses, le cayenne, le cumin, le fenouil, la coriandre et le paprika dans une poêle sèche à feu doux et le toast pendant une minute pour libérer les huiles parfumées;Secouez la poêle pour qu'ils ne brûlent pas.Dans un moulin à épices ou un broyeur de café propre, broyez les épices grillées ensemble, avec 1 1/2 cuillère à café de sel casher et la cassonade.(Un conseil: assurez-vous que vous effacez soigneusement votre moulin à café avant de refaire du café - les épices marocaines ont un bon goût de poulet mais horrible avec du café.) Préchauffez le four à 400 degrés F. Rincez le poulet avec de l'eau fraîche, à l'intérieur etSortie, puis séchez-le avec des serviettes en papier.Masser la peau de poulet avec le frottement des épices;Assurez-vous de ne pas manquer une place.Assaisonnez généreusement l'intérieur du poulet avec du sel et du poivre.Farcir les citoyens de moitiés, la coriandre et l'ail dans la cavité et placer le poulet dans une rôtissoire équipée d'un rack.Pliez les pointes des ailes sous l'oiseau et attachez les jambes avec une corde de cuisine.Arroser l'huile partout dans le poulet.Si vous avez le temps, laissez le poulet mariner pendant 30 minutes pour vraiment faire tomber les saveurs profondément dans la viande.Rôtir le poulet pendant 1 heure;faire éclater un thermomètre à lecture instantanée dans la partie la plus épaisse de la cuisse;S'il lit 160 degrés F, c'est fait.Laissez le poulet reposer pendant 10 minutes afin que les jus puissent s'installer dans la viande.Retirer et jeter la peau du poulet.Tirez le poulet de l'os et déchiquetez la viande, avec vos doigts ou 2 fourches.Mettez le poulet râpé dans un grand bol et serrez les moitiés de citron qui ont cuit à l'intérieur de l'oiseau sur la viande pour humidifier.Pour préparer le couscous abricot: mettre le couscous dans un bol moyen;Versez l'eau dessus, remuez avec une fourchette pour combiner.Couvrir et laisser reposer 10 à 15 minutes, puis découvrir et pelucher avec une fourchette.Mettez les abricots, les amandes, les oignons verts, la menthe et la coriandre sur une planche à découper et tout couper grossièrement;Ajoutez ceci au couscous.Ajouter le jus de citron, arroser d'huile d'olive et assaisonner de sel et de poivre.Mélanger doucement pour combiner.Pour préparer la sauce olive verte: dans une petite poêle, chauffer 2 cuillères à soupe d'huile d'olive.Faire sauter les échalotes et le Chili à feu doux pendant 8 minutes jusqu'à ce qu'ils soient caramélisés, puis gratter un robot culinaire.Ajouter les olives, le persil, le vinaigre, le jus de citron et 1/2 tasse d'huile;Réduisez 3 bonnes minutes jusqu'à ce qu'elle soit totalement lisse.Pour assembler le tout: mettre le poulet râpé et le couscous sur le pain lavosh, ajoutez quelques cuillerées de sauce à l'olive et lancez le sandwich.Enveloppez-le dans du papier d'aluminium et apportez le sandwich à un pique-nique, si vous le souhaitez.",63,99,162,http:////food.fnr.sndimg.com/content/dam/images/food/video/7/77/774/7748/77484.jpg.rend.hgtvcom.476.357.suffix/1664901221719.jpeg,https://www.foodnetwork.com/recipes/tyler-florence/moroccan-chicken-with-apricot-couscous-and-green-olive-sauce-in-flat-bread-recipe-1941556
56,Chou-fleur rôti de harissa marocain chou-fleur,"  5 piments séchés du Nouveau-Mexique (environ 1 once) 4 piajillo séchés (environ 1 once) 2 tasses d'eau bouilnte 1/4 cuillère à café de graines de coriandre entière 1/4 cuillère à caféAffel, jus grossièrement haché de 1/2 citron (environ 1 cuillère à soupe) sel casher et poivre fraîchement moulu 1 grand chou-fleur de tête, coupé en fleurons de 2 pouces (environ 8 tasses) 1/4 tasse","Déchirurez les piments du Nouveau-Mexique et du Guajillo et jetez les graines et les tiges.(Vous pouvez laisser les graines si vous préférez une harissa épicée.) Déchirurez les piments en gros morceaux et placez-les dans un bol moyen.Versez 2 tasses d'eau bouillante sur les piments et laissez reposer jusqu'à ce qu'il soit ramolli, environ 20 minutes.Mettez les graines de coriandre et de cumin dans une petite poêle et cuire, tourbillonnant souvent, à feu moyen, jusqu'à ce que les graines soient parfumées et légèrement grillées, de 2 à 3 minutes.Transférer les épices dans un mélangeur et ajouter l'huile, l'ail, le jus de citron et 2 cuillères à café de sel casher, puis en purée jusqu'à consistance lisse.À l'aide de pinces, ajoutez les piments au mélangeur avec 1/2 tasse de leur liquide de trempage (jetez le reste) et en purée jusqu'à ce qu'il soit très lisse, environ 2 minutes à haut.Assaisonnez la Harissa avec du poivre et réservez.Préchauffez le four à 450 degrés F. Dans un grand bol, jetez le chou-fleur avec 3/4 tasse de Harissa jusqu'à ce que chaque fleuron soit uniformément enduit.Étalez le chou-fleur sur une plaque à pâtisserie à bilan et arrosez d'un peu plus d'huile végétale.Rôtir, en jetant à mi-chemin, jusqu'à ce que le chou-fleur soit tendre et que la Harissa ait commencé à caraméliser, environ 40 minutes.Transférer le chou-fleur dans un plateau de service et saupoudrer de la coriandre.Servir avec la harissa 1/4 tasse restante sur le côté pour tremper.",18,52,70,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2017/2/6/0/FNK_Moroccan-Harissa-Cauliflower_s4x3.jpg.rend.hgtvcom.476.357.suffix/1486405326857.jpeg,https://www.foodnetwork.com/recipes/food-network-kitchen/moroccan-harissa-roast-cauliflower-3626547
57,Bar rayé de style marocain marocain,"  3 tasses de jus d'orange frais briflets de thym frais 1 cuillère à soupe de miel harissa, au goût de 4 (6 onces) filets de bar à rayures sauvages, avec du sel d'huile de cano de peau et des olives noires au poivre noir fraîchement moulues, des olives noires en saumure à pointe grossièrement hachées,Parsley à feuil ptes à pointe pte à rupture grossièrement hachée","Mettez le jus d'orange et le thym dans une petite casserole, à feu moyen et porter à ébullition.Cuire jusqu'à ce qu'il soit réduit de moitié et devient un sirop.Passer dans un bol, puis ajouter le miel et la harissa, au goût.Préchauffer le gril à moyen.Badigeonner les filets d'huile des deux côtés et assaisonner de sel et de poivre, au goût.Faire griller jusqu'à ce qu'il soit légèrement carbonisé des deux côtés et juste cuit à travers, environ 4 minutes de chaque côté.Retirer dans un plateau, arroser de la sauce et saupoudrer d'olives et de persil.",73,97,170,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2012/1/27/0/GT0308_Moroccan-Style-Striped-Bass_s4x3.jpg.rend.hgtvcom.476.357.suffix/1371603892006.jpeg,https://www.foodnetwork.com/recipes/bobby-flay/moroccan-style-striped-bass-recipe-1952596
58,Oeufs marocains avec pain plat et fromage de chèvre œufs marocains avec pain plat et fromage de chèvre,"  4 à 6 pièces pain pt, comme Pita, Naan ou Lavash 3 à 4 cuillères à soupe d'huile de cano 12 onces Saucisse Merguez, tachets enlevés 1 oignon espagnol moyen, coupé en deux et en tranches fineCrusée grossièrement broyée de 1 à 2 cuillères à soupe de harissa, selon  façon dont vous le voulez épicé 1 cuillère à soupe ras el hanout (ménge d'épices marocain) 1 cuillère à café de miel de poivre noir fraîchement moulu.fromage de chèvre, émietté 1/4 tasse de coriandre fraîche hachée grossièrement 1/4 tasse de persil à feuil fraîches hachées grossièrement hachées","Préchauffer le four à 250 degrés F. Enrouler le pain plat dans du papier d'aluminium et placer dans le four pour se réchauffer pendant que vous faites les œufs.Chauffer l'huile de canola dans une grande sauteuse à feuilles hautes à feu vif jusqu'à ce qu'elle commence à scintiller.Ajouter la saucisse et cuire jusqu'à ce qu'elles soient dorées et juste cuites, environ 3 minutes.Ajouter les oignons et cuire jusqu'à ce qu'il soit ramolli et brun légèrement doré.Ajouter l'ail et cuire pendant 1 minute.Ajouter les tomates, Harissa, Ras El Hanout, Paprika et 1 tasse d'eau dans la poêle et porter à ébullition.Réduisez le feu à moyen bas et cuire jusqu'à ce que la sauce épaississe, environ 15 minutes.Assaisonner de sel, de poivre et de miel, si nécessaire.Cassez soigneusement les œufs sur le mélange, saupoudrez de fromage de chèvre, de la coriandre et du persil et couvrir d'un couvercle pendant quelques minutes.Découvrez et continuez à cuire jusqu'à ce que les Blancs soient réglés, mais les jaunes sont toujours coulants, de 1 à 2 minutes.Servir les œufs et la sauce dans la poêle avec le pain plat chaud sur le côté.",3,97,100,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2014/2/10/1/CCBAB406-Moroccan-Eggs-with-Goat-Cheese-and-Flatbread-Recipe_s4x3.jpg.rend.hgtvcom.476.357.suffix/1399905963057.jpeg,https://www.foodnetwork.com/recipes/bobby-flay/moroccan-eggs-with-flatbread-and-goat-cheese-2403221
59,Swordfish grillé avec marocain Charmoula Swordfish grillé avec Charmoula marocain,"  4 cuillères à café de graine de cumin, grillé et moulues 2 cuillères à café de graine de coriandre, grillée et moulues 2 cuillères à soupe de paprika 1/2 cuillèrejus de citron 1 tasse d'huile d'olive extra-virginale 2 cuillères à soupe (environ 1/4 de bouquet) hachage italien feu pt de persil 2 cuillères à soupe (environ 1/4 tasse) Ciantre hachée 1 poivron rouge grillé, julienne 1 citron préservé, pulpe relâchée, fineJulienne 1/2 tasse de petites tomates cerises, couvré en deux 8 olives à huile, piqués et divisés en deux 8 steaks de mer","Dans un bol, mélanger le cumin, la coriandre, le paprika, le poivre de Cayenne, l'ail, le sel, le poivre et le jus de citron.Fouetter bien.Ajouter l'huile d'olive lentement.Ajouter le persil et la coriandre.Réserver 1/4 de Charmoula.Ajouter les poivrons, le citron, les tomates et les olives à Charmoula restant pour faire un délectation.Placer l'espadon sur une poêle.Frottez avec du sel, du poivre et de la charmoula réservée.Faire griller l'espadon à feu moyen jusqu'à ce qu'il soit juste à travers.Retirer le poisson du feu et disposer sur le plateau.Garnir de Charmoula Relish.",83,95,178,http:////food.fnr.sndimg.com/content/dam/images/food/video/9/93/936/9360/93605.jpg.rend.hgtvcom.476.357.suffix/1664910238326.jpeg,https://www.foodnetwork.com/recipes/grilled-swordfish-with-moroccan-charmoula-recipe-1912765
60,Ragoût d'agneau marocain avec des citrons préservés ragoût d'agneau marocain avec des citrons préservés,"  3 livres de ragoût d'agneau désossant de viande, de l'épaule 1 cuillère à café de cumin moulu 1 cuillère à café de gingembre moulu 1/2 cuillère à café de pistolet de pinjon au pinjon 12 oignons jaunes, finement hachés 1 (14 onces) peuvent coupés en dés, avec du jus 1 tasse d'eau 1 tasse d'olives marocaines vertes piquées (ou autres), peeille hachée hachée de 1 citron préservé, recette suit, citrons préservés facultatifs: 10 à 12Citrons cultivés biologique, de préférence des citrons de ménons casher sel casher 2 feuil de urier fraîche ou séchées, de préférence Méditerranée","Coupez l'excès de graisse et grimpez de la viande et coupez l'agneau en cubes de 1 pouce.Placer la viande dans un grand bol.Dans un petit bol, mélanger le cumin, le gingembre, la cannelle et le safran;Saupoudrer sur la viande et réserver.Sur une planche à découper, hachant ensemble le zeste d'orange, les feuilles de coriandre, l'ail et le sel jusqu'à ce que vous ayez une pâte.Ajouter à la viande avec le jus d'orange et bien mélanger pour enrober.Couvrir le bol et laisser reposer à température ambiante pendant 2 heures, ou jusqu'à la nuit au réfrigérateur.Transférer le mélange dans un pot lourd, ajouter les oignons, les tomates et 1 tasse d'eau.Porter à ébullition, couvrir, réduire la chaleur et laisser mijoter (ou cuire dans un four préchauffé à 350 degrés) jusqu'à ce que la viande soit très tendre, environ 1 1/2 heures.Ajouter les olives et, si vous utilisez, préserver le citron au pot.Cuire environ 10 minutes de plus, puis servir.Citrons préservés: laver un pot de canne à verre à 1 pinte et son couvercle avec de l'eau savonneuse chaude;rincer et sécher soigneusement.Coupez 6 des citrons, 1 à la fois, en quartiers à travers 1 extrémité sans couper à travers l'autre extrémité.Vous voulez que le citron s'ouvre comme une fleur, mais pas pour se séparer.Placer le citron sur un grand morceau de parchemin ou de papier ciré, écarter les quartiers ouverts et saupoudrer de chair d'une cuillère à soupe de sel casher;Mettez le citron dans le pot.Continuez avec les citrons restants, saupoudreant de sel sur chacun.Emballez fermement les citrons dans le pot, le remplissant au sommet (vous pourriez avoir besoin de plus ou moins de 6 citrons, selon leur taille).Lorsque vous atteignez le sommet, soulevez le parchemin et versez l'excédent de sel dans le pot de citrons.Faites glisser la baie des feuilles opposées des côtés du pot.Juice les citrons restants 1 par 1, ajoutant du jus au pot, jusqu'à ce qu'il atteigne le sommet.Scellez le pot, secouez bien et laissez reposer à température ambiante, tremblant bien toutes les 12 heures, pendant 1 semaine.Après 1 semaine, transférez un pot au réfrigérateur, en continuant à trembler tous les jours.Les citrons sont conservés après 3 semaines et se conservent jusqu'à plusieurs mois au réfrigérateur.Pour utiliser des citrons, retirez au besoin et grattez la pulpe.Péler et utiliser en dés comme condiment.",98,103,201,on est entrain de generer l image de cette recette ...,https://www.foodnetwork.com/recipes/moroccan-lamb-stew-with-preserved-lemons-recipe-1910528
