name,ingredients,instructions,preparation_time,cooking_time,total_time,image_url,source
Chebakia et biscuits au chocolat blanc,"4 cuillères à soupe de graines de sésame grillées - 430 g de farine ordinaire - 1 ½ cuillère à café de levure chimique - 1 ½ cuillère à café de bicarbonate de soude - ½ cuillère à café de sel - ½ cuillère à café de cannelle moulue - ½ cuillère à café d'anis moulu - ½ cuillère à café de curcuma moulu - 250 ml de beurre non salé, fondu et légèrement refroidi - 200 gr de cassonade - 90 gr de sucre semoule - 2 gros œufs - 1 cuillère à café d'extrait de vanille - 200 gr de morceaux de chocolat blanc (morceaux ou pépites) - 4 cuillères à soupe de miel clair - 2 cuillères à soupe d'eau de fleur d'oranger","Utilisez un pilon et un mortier ou un moulin à café (ou un petit robot culinaire) pour broyer finement les graines de sésame. Attention à ne pas trop les broyer, sinon ils pourraient se transformer en beurre de graines de sésame.",30,120,150,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1544296845348-965CWPNMB6BAKNU53FT2/chebakia+white+chocolate+cookie+-5.jpg,https://www.mymoroccanfood.com/home/chebakia-and-white-chocolate-cookies
"Tajine d'artichauts avec petits pois, pommes de terre grelots et citron confit (végétalien)","2 cuillères à soupe d'huile d'olive - 2 gros oignons hachés ou émincés (400 gr) - 2 cuillères à café d'ail finement haché (environ 2 à 3 gousses) - ½ cuillère à café de curcuma moulu - ½ cuillère à café de gingembre séché moulu - ¾ cuillère à café de sel ou plus au goût - ¼ cuillère à café poivre noir moulu - 1 ½ à 2 tasses de bouillon de légumes (300 ml à 450 ml) - 400 gr de pommes de terre grenailles - 1 citron confit moyen - 10 fonds d'artichauts moyens (600 gr) - 200 gr de petits pois - 150 gr rouge-brun olives, comme les kalamatas - Coriandre hachée pour la garniture","• Dans une grande cocotte, faites chauffer l'huile d'olive et ajoutez les oignons à feu moyen. Couvrir avec un couvercle et laisser les oignons jusqu'à ce qu'ils soient tendres et translucides, environ 10 min. Cela permettra de faire suer les oignons.",20,23,43,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1454852012206-8M19XH3T1RI21DMIPU1I/image-asset.jpeg,https://www.mymoroccanfood.com/home/artichoke-tagine-with-peas-and-preserved-lemon-vegan
"Galette de pommes au beurre noisette et fleur d'oranger, dessus crumble","60 g de beurre doux - 550 g de pommes (environ 4 moyennes), épépinées et tranchées - 50 g de sucre semoule - Le jus d'un demi citron (environ 2 cuillères à soupe) - 2 cuillères à soupe de farine - 1 cuillère à café d'eau de fleur d'oranger - 1 cuillère à café d'extrait de vanille - ¼ cuillère à café bombée de sel - 280 g de pâte brisée préparée ou achetée en magasin   - Glace vanille pour servir, si désiré",Pour le crumble,36,62,98,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1539813809726-HH47H1AM74UI7VJTX27Y/orange+blossom+apple+galette+with+crumble+top+-7.jpg,https://www.mymoroccanfood.com/home/brown-butter-and-orange-blossom-apple-galette-with-crumble-top
"Salade d'artichauts, petits pois et citron confit","3 cuillères à soupe d'huile d'olive - 2 gousses d'ail pelées et écrasées - 2 petits citrons confits, chair et zeste finement hachés - ½ cuillère à café de curcuma moulu - ½ cuillère à café de gingembre moulu - 200 g de petits pois surgelés - 2 cuillères à soupe de coriandre finement hachée - ¼ cuillère à café de sel, ou plus au goût - Une généreuse pincée de poivre noir moulu - 200 g d'artichauts précuits égouttés, hachés grossièrement - 60 g d'olives rouge-brun égouttées, comme la Kalamata, dénoyautées et hachées grossièrement","• Faites chauffer l'huile d'olive dans une grande casserole à feu moyen. Incorporer l'ail, le citron confit, le curcuma moulu et le gingembre moulu et faire revenir pendant une minute jusqu'à ce que l'huile soit parfumée.",30,38,68,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1535795843190-071IRX6OS0M0K30ATI2H/Belazu+-1-2.jpg,https://www.mymoroccanfood.com/home/artichoke-green-peas-and-preserved-lemon-salad
Truffes au chocolat infusées au thé à la menthe marocain,"250 ml de crème épaisse - 20 gr de beurre - 3 cuillères à café de poudre à canon de feuilles de thé vert - Une poignée de feuilles de menthe fraîche - 200 gr de chocolat noir (70%), haché - 3 cuillères à soupe de miel - ½ cuillère à café d'extrait de vanille - 1 tasse de cacao en poudre pour enrober les truffes","• Dans une poêle profonde, transférez la crème et le beurre et portez à ébullition. Retirer du feu et ajouter le thé vert et les feuilles de menthe. Laisser infuser 30 min.",23,81,104,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1459535269056-IPVBZ8057YBU2Z52Q1JS/image-asset.jpeg,https://www.mymoroccanfood.com/home/moroccan-mint-tea-infused-chocolate-truffles
"Tartes à la main à la Bakoula, feta et pignons de pin","2 cuillères à soupe d'huile d'olive - 400 g de bette à carde, tiges enlevées, feuilles coupées en lanières de 3 cm de large - 2 cuillères à soupe de persil plat finement haché - 1 cuillère à soupe de coriandre fraîche finement hachée - 1 cuillère à soupe de jus de citron - 2 gousses d'ail pelées et écrasées - 1 cuillère à café de paprika - ½ cuillère à café de cumin moulu - ¼ cuillère à café de sel, ou plus selon goût - 60 g de feta émiettée - 2 cuillères à soupe de pignons de pin - 320 g de feuilles de pâte brisée déjà roulées - 1 œuf battu pour badigeonner la pâte",•   Préchauffer le four à 220°C (ventilateur 200°C).,39,79,118,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1529534998290-KNLLG8FZQX9TSB6FTUQQ/Bakoula+feta+and+pinutes+handpies+-6.jpg,https://www.mymoroccanfood.com/home/bakoula-feta-and-pine-nuts-hand-pies
Ghriba à l'orange et à la cardamome,200 gr de farine nature - 80 gr de sucre semoule - 40 gr de graines de sésame grillées et moulues - Le zeste de 2 oranges - ½ cuillère à café de cardamome fraîchement moulue - ½ cuillère à café de levure chimique - ¼ cuillère à café de sel - 70 gr de beurre doux ramolli - 70 ml d'huile sans goût telle comme huile de tournesol ou de canola - ½ cuillère à café d'extrait de vanille,• Préchauffer le four à 170 C ( 335F).,38,8,46,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1523549872907-HIBY8FRL9DLIA58SA8D1/orange+and+cardamom+ghirba+bahla+-4.jpg,https://www.mymoroccanfood.com/home/orange-and-cardamom-ghriba-my-first-supper-club
"Crumble rhubarbe, gingembre et rose","500 gr de rhubarbe - 10 gr de beurre doux pour graisser - 45 gr de tige de gingembre finement hachée - 3 cuillères à soupe de sirop pour le pot de tige de gingembre - 5 cuillères à soupe de cassonade - 2 cuillères à café d'eau de rose - 200 gr de farine nature - une pincée de sel - ½ cuillère à café moulue gingembre - 130 gr de beurre froid non salé  - 70 gr de sucre semoule - Labneh, yaourt grec, crème anglaise ou glace pour servir, si désiré - Des pétales de roses pour la garniture, si désiré",• Préchauffer le four à 200 C / 400 F. Beurrer un plat allant au four avec le beurre et réserver (j'ai utilisé un moule rond de 20 cm/8 pouces).,57,84,141,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1521324811706-GQSCB1POVCX7J4A2LCGL/Rhubarbe+gingembre+and+rose+crumble+-10.jpg,https://www.mymoroccanfood.com/home/rhubarb-ginger-and-rose-crumble
"Wrap Msemen Ras El Hanout Patate Douce + Feta, Menthe et Citron Conservé",150 gr de farine nature et plus pour pétrir - 150 gr de farine de semoule et plus pour fariner  - ½ cuillère à café de sel - 120 à 170 ml d'eau tiède - 4 cuillères à soupe d'huile végétale divisées et plus pour arroser  - 20 gr de beurre fondu,"• Dans un grand bol, mélangez toutes les farines, le sel, 120 ml d'eau et 2 cuillères à soupe d'huile végétale pour former une pâte. Si le mélange est trop sec et que vous n’arrivez pas à former une pâte, ajoutez quelques cuillères à soupe d’eau petit à petit. Assurez-vous de ne pas ajouter trop d'eau à la pâte car cela la rendra très collante et vous ne pourrez pas la pétrir. Si cela se produit, ajoutez un peu de farine. Lorsque votre pâte est bien cuite, farinez légèrement un plan de travail et pétrissez pendant 15 minutes jusqu'à ce qu'elle soit légère et molle.",64,73,137,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1519139997886-XA3O10QOO2SC2HPHRNW7/Msemen+wrap+-1-2.jpg,https://www.mymoroccanfood.com/home/ras-el-hanout-sweet-potato-feta-mint-and-preserved-lemon-msemen-wrap
Saladier Medley Marocain,"2 Avocats hachés - 200 gr de tomates cerises coupées en deux - 1 lot de bakoula - 1 lot de taktouka - 1 lot de salade de carottes - 1 lot de salade de couscous abricots et citrons confits (recette ci-dessous) - Une poignée d'amandes effilées grillées, pour servir - De l'huile d'olive, pour servir - 2 citrons coupés en deux, pour servir","• Dans un bol moyen, mélangez l'avocat et les tomates pour faire une salade. Placer une portion de chaque salade dans 4 bols séparés; saupoudrer chaque bol d'amandes effilées grillées. Servir immédiatement avec de l'huile d'olive et des moitiés de citron en accompagnement.",20,0,20,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1517485882974-GXWPUCO94OO0BQ1H3V43/IMG_4990.jpg,https://www.mymoroccanfood.com/home/moroccan-medley-salad-bowl
Céréales Fekkas (Mini Biscottis),"180 gr de farine nature et plus pour fariner - 100 gr de sucre semoule - 3 cuillères à soupe de graines de sésame grillées - 1 cuillère à café d'anis - ½ cuillère à café de levure chimique - Une pincée de sel - 30 ml d'huile végétale - 1 gros œuf - 1 cuillère à soupe d'eau de fleur d'oranger - Choix désiré et quantité de fruits secs et de noix comme les canneberges, les pistaches et les noisettes - Lait pour servir",• Préchauffer le four à 180 C (356 F),40,58,98,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1515502533833-B0AKPG1J9RL1U8KTLSE5/Mini+fekkas+cereal+-11.jpg,https://www.mymoroccanfood.com/home/fekkas-cereals-mini-biscottis
"Macaroni au fromage aux crevettes, citron confit et safran","50 gr de beurre doux - ¼ cuillère à café de paprika - 50 gr de farine nature - 650 ml de lait - 180 gr de cheddar affiné ou de gruyère râpé ou un mélange des deux + 4 cuillères à soupe de cheddar affiné pour le topping - Sel et poivre pour assaisonner - 2 cuillères à soupe d'huile d'olive - 3 petites citrons confits finement hachés - 3 ails pelés et écrasés - 2 généreuses pincées de safran - 300 gr de crevettes pelées et hachées - 350 gr de macaronis - 3 cuillères à soupe de chapelure, tout type","• Commencez par préparer la sauce blanche. Faites fondre le beurre dans une grande poêle ou une casserole à feu doux, puis ajoutez la farine et le paprika. Remuer vivement pendant 2 minutes à l'aide d'une cuillère en bois jusqu'à obtenir une pâte lisse. Pour information, cette pâte est appelée un « roux ».",dix,21,31,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1513037547384-Y9FF6RG9XDULCQ4SDQ4Q/Shrimp%2C+preserved+lemon+and+saffron+mac+and+cheese+-4.jpg,https://www.mymoroccanfood.com/home/shrimp-preserved-lemon-and-saffron-mac-and-cheese
Focaccia Zaalouk,2 cuillères à café de levure sèche - 1 ½ cuillère à café de sucre en poudre - 300 gr de farine nature et plus pour fariner - 7 cuillères à soupe d'huile d'olive extra vierge divisée - 1 cuillère à café de sel - 160-200 ml d'eau tiède - Une quantité de ma recette de zaalouk - Une poignée hachée coriandre et feta émiettée pour servir,• Activez la levure sèche en ajoutant ¼ de cuillère à café de sucre et une cuillère à soupe d'eau tiède dans un petit bol. Remuer avec une fourchette et laisser reposer 5 minutes pour activer la levure sèche.,34,57,91,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1511977456314-NW0QI141UG4WKO9R4SMD/IMG_4338.jpg,https://www.mymoroccanfood.com/home/zaalouk-focaccia
Chorba au safran avec aubergines rôties et patates douces (végétalienne),2 grosses patates douces (2 x 250 g) pelées et coupées en morceaux de 2 cm - 2 grosses aubergines (2 x 250 g) coupées en morceaux de 2 cm - 2 cuillères à soupe d'huile d'olive - 2 oignons émincés finement - 2 tomates moyennes râpées - 2 à soupe de concentré de tomate - ½ cuillère à café de curcuma moulu - 2 pincées très généreuses de safran - 1 cuillère à café de sel ou plus selon goût - ½ cuillère à café de poivre noir moulu - 500 ml de bouillon de légumes - 1 x 400 boîte de pois chiches rincés et égouttés - 100 gr de spaghetti cassés Morceaux de 3 cm de long - Persil haché et plus pour servir,"• Préchauffez le four à 200 C. Placez les aubergines et les morceaux de patate douce dans une grande plaque à rôtir, arrosez d'un peu d'huile d'olive et saupoudrez d'un peu de sel. Transférer au four et cuire jusqu'à ce qu'il soit tendre et doré, environ 25 à 30 minutes. Réserver jusqu'au moment de l'utiliser.",23,40,63,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1509413047960-0G577COSTLL3JCPZ6L9A/Vegan+chorba+avec+aubergines+rôties+et+patates+douces+-10.jpg,https://www.mymoroccanfood.com/home/saffron-vegan-chorba-with-roasted-aubergine-and-sweet-potatoes
Merendina,200 gr de chocolat noir 70% - 200 gr de crème double - 50 gr de sucre glace,"• Commencez par la ganache. Dans une casserole de taille moyenne, ajoutez la crème double, le chocolat et le sucre glace à feu moyen-doux et laissez remuer de temps en temps jusqu'à ce que le chocolat soit fondu et que le mélange soit bien mélangé, environ 5 minutes. Couvrir d'un film alimentaire et placer au réfrigérateur jusqu'à ce que la ganache soit tartinable, environ 1 heure. Au bout d'1 heure sortez-la du réfrigérateur sinon la ganache deviendra très dure et vous ne pourrez plus l'étaler.",30,35,65,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1509017281643-1FZVW5LDIKM10Z238SFM/Merendina+-1-2.jpg,https://www.mymoroccanfood.com/home/merendina
"Ragoût de lentilles à l'agneau, au potiron et aux échalotes","4 cuillères à soupe d'huile d'olive - 300 gr d'agneau braisé désossé, débarrassé de l'excédent de gras et coupé en morceaux de 3 cm (c'est-à-dire épaule, filet de cou, etc.) - 2 tomates moyennes râpées - 1 ½ cuillère à café de paprika moulu - 1 cuillère à café de cumin moulu - 1 cuillère à café de sel ou plus au goût - Une généreuse pincée de poivre de Cayenne moulu (facultatif) - 300 ml de bouillon de poulet ou de légumes - 300 gr d'échalotes pelées - 250 gr de lentilles vertes sèches - Coriandre hachée pour servir (facultatif) - Harissa, pour servir facultatif - 400 gr de potiron ou de courge musquée épluchée et coupée en morceaux de 2 cm","• Dans une grande casserole, faites chauffer l'huile d'olive à feu moyen et ajoutez l'agneau. Faites cuire la viande en remuant de temps en temps pendant 5 à 10 minutes pour la dorer légèrement.",dix,49,59,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1507638989733-UF2CQJFC2C5K6T4KN1TD/Lentil%2C+pumpkin+and+shalots+stew+-4.jpg,https://www.mymoroccanfood.com/home/lentil-stew-with-lamb-pumpkin-and-shallots
Tajine de poulet aux pois chiches et figues fraîches,"3 cuillères à soupe d'huile d'olive divisée  - 3 gros oignons tranchés - 1 kg de cuisses ou de cuisses de poulet - 4 gousses d'ail pelées et pressées - 1 cuillère à café de curcuma - 1 cuillère à café de gingembre moulu - ¾ cuillère à café de sel ou au goût - ¼ de poivre noir moulu - 150 ml de bouillon de légumes - 1 boîte de 400 gr de pois chiches rincés et égouttés - 500 gr de figues mûres (environ 8), coupées en 6 morceaux et plus pour la garniture si désiré - Coriandre fraîche grossièrement hachée, pour le service","• Dans une grande casserole, ajoutez l'huile d'olive à feu moyen et ajoutez les oignons. Couvrir avec un couvercle et laisser reposer jusqu'à ce que les oignons soient tendres et translucides, 15 à 20 minutes. Remuer de temps en temps. Ajouter l'ail, le curcuma, le gingembre, le sel et le poivre noir dans la casserole et cuire 5 minutes en remuant de temps en temps. Placez le poulet dans la casserole et versez le bouillon de poulet. Réduire le feu à moyen-doux, couvrir avec un couvercle et laisser mijoter doucement jusqu'à ce que le poulet soit presque cuit, environ 45 minutes.",20,90,110,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1506606282127-69QSJHFBN4WFN66JB79I/Chickpea+and+figs+chicken+tagine+-7.jpg,https://www.mymoroccanfood.com/home/chicken-tagine-with-chickpeas-and-fresh-figs
"Pommes farcies au four aux amandes, raisins secs et fleur d'oranger",4 grosses pommes à cuire - 50 gr de beurre doux - 50 gr de cassonade - 3 cuillères à soupe de raisins secs - 1 cuillère à café d'eau de fleur d'oranger - 50 gr de poudre d'amandes - 2 cuillères à soupe de miel - Glace vanille pour servir,• Préchauffez le four à 180 C/ 350 F. Retirez le trognon des pommes avec un couteau bien aiguisé ou un vide-pomme et transférez-les dans un plat à rôtir.,15,48,63,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1504732591580-LNX3W571S7IHN86V802S/Stuffed+baked+apple+-9.jpg,https://www.mymoroccanfood.com/home/baked-stuffed-apples-with-almonds-raisins-and-orange-blossom
Saladiers de fruits de mer et de quinoa avec vinaigrette au curcuma et à la menthe,"1 cuillère à soupe d'huile d'olive - 150 gr de crevettes - 250 gr de calamars - 400 gr de moules nettoyées - 150 gr de feuilles de salade - 200 gr de quinoa cuit - 150 gr de gros concombre tranché - 100 gr de radis tranchés - Feuilles de menthe pour servir, si désiré","• Nettoyez les moules, si l'une d'entre elles est ouverte, tapotez-les légèrement et jetez-les si elles ne se ferment pas. Remplissez une casserole de taille moyenne avec 4 cuillères à soupe d'eau et une pincée de sel et portez à ébullition à feu vif. Réduisez le feu à moyen et ajoutez les moules. Couvrez la poêle avec un couvercle et faites cuire les moules pendant environ 3 à 4 minutes en remuant de temps en temps. Les moules sont cuites une fois ouvertes, jetez celles qui ne se sont pas ouvertes. Égoutter les moules et réserver jusqu'au moment de servir.",15,26,41,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1502921794575-B7VC1PH7DT34OFXQGRWA/image-asset.jpeg,https://www.mymoroccanfood.com/home/seafood-and-quinoa-salad-bowls-with-turmeric-and-mint-dressing
