name,ingredients,instructions,preparation_time,cooking_time,total_time,image_url,source
Tajine de Boeuf et Coings aux Pistaches,1 livre de bœuf coupé en petits morceaux (avec l'os c'est mieux) - 1 oignon haché - 2 gousses d'ail - 1/2 cuillère à café de cannelle - 1 cuillère à café de gingembre frais râpé - 1/2 cuillère à café de sel - 1/2 cuillère à café de poivre noir - 1 /2 cuillère à café de Ras El Hanout - 2 cuillères à soupe d'huile d'olive - 1/2 tasse d'eau - 3 tasses de coings nettoyés et coupés - 1/4 tasse de sucre - 1 cuillère à café de cannelle - 1 tasse d'eau - Optionnel : pincée de sel - pistaches décortiquées,"Ces instructions sont à préparer dans un tajine ou une cocotte en fonte. Hachez l'oignon et l'ail et ajoutez-les au fond du tajine avec l'huile d'olive. Faire sauter pendant 2-3 minutes jusqu'à ce qu'ils commencent à ramollir. Retirez le gras du bœuf et nettoyez-le bien. Séchez et ajoutez au tajine et commencez à saisir des deux côtés. Saupoudrer le gingembre, le ras al hanout, le sel et le poivre sur la viande et mélanger pour combiner le tout. Ajoutez 1/2 tasse d'eau et placez le couvercle sur le tajine. Laissez agir 30 à 45 minutes en vérifiant de temps en temps qu'il reste encore de l'eau. Ajoutez de petites quantités d’eau supplémentaire si nécessaire. Après 45 minutes, vérifiez la viande. Il devrait s'effondrer lorsqu'une fourchette tire dessus. Le temps nécessaire à la cuisson de la viande dépendra de l'épaisseur et de la coupe de viande que vous utilisez. Continuez à ajouter du liquide et à vérifier la cuisson jusqu'à ce que la viande soit tendre. Lorsque vous commencez à cuire la viande, vous pouvez préparer les coings. Épluchez les coings (s'ils sont frais) et coupez-les en morceaux de la même taille. Peu importe leur forme tant qu'ils sont uniformes. Dans une casserole, ajoutez les coings ainsi que l'eau, le sucre et la cannelle. Cuire à feu doux à moyen avec le tajine. Ils devraient cuire environ 45 minutes ou plus. Encore une fois, cela dépendra de la taille dans laquelle ils ont été coupés. Les coings sont cuits lorsqu'une fourchette peut les traverser facilement. J'aime prendre quelques coings et les ajouter au tajine pendant la cuisson et les écraser dans la sauce. Cela épaissit la sauce et ajoute également un peu plus de saveur aux coings. Pour servir, griller légèrement les pistaches, ajouter les coings sur le dessus du tajine avec le liquide qui reste dans la casserole et garnir de pistaches. Celui-ci se déguste en le ramassant avec du pain marocain mais peut également se manger à la fourchette.",15,120,135,https://marocmama.com/wp-content/uploads/2020/11/Beef-and-Quince-Tajine-720x720.jpg,https://marocmama.com/beef-and-quince-tagine/
Tajine aux boulettes de viande marocaines d'Amnahs,½ oignon haché grossièrement - 3 cuillères à soupe de persil italien haché grossièrement - 2 tranches sans croûtes - 1 œuf - 1 livre de bœuf ou d'agneau haché - ½ cuillère à café de cumin moulu - ½ cuillère à café de paprika - ½ cuillère à café de poivre noir fraîchement moulu - 4 cuillères à café de beurre ou huile - ½ oignon finement haché - 1/2 cuillère à café de paprika - ½ cuillère à café de curcuma - ¼ cuillère à café de cumin moulu - ¼ cuillère à café de poivre de Cayenne - 1 1/2 tasse de bouillon de poulet - 3 cuillères à soupe de coriandre hachée - 3 cuillères à soupe de jus de citron,"Pour faire des boulettes de viande : Pour faire une sauce aux herbes et au citron : Transférer dans un tajine ou un bol, saupoudrer du reste de persil et servir chaud.",15,120,135,https://marocmama.com/wp-content/uploads/2011/06/Amnahs-Meatball-Tajine-COVER-480x480.jpg,https://marocmama.com/guest-post-amnahs-moroccan-meatball-tagine/
Tajine de bœuf marocain et haricots verts à la mijoteuse,1 lb d'épaule de bœuf coupée en plusieurs morceaux (avec ou sans os) - gras paré - 1 oignon haché - 3 gousses d'ail écrasées - 1 tomate pelée et hachée finement ou 1/2 boîte (6-8 oz) de tomates en dés - 2 cuillères à soupe chacun de coriandre et de persil séchés - 1/4 tasse d'huile d'olive - 2 cuillères à café de sel - 2 cuillères à café de gingembre - 1 cuillère à café de curcuma - 1/2 cuillère à café de poivre (ou plus - ajuster selon la saveur) - 1/2 cuillère à café de cumin - 1/2 tasse eau - 1 lb de haricots verts frais ou surgelés,"Au fond d'une mijoteuse, ajoutez l'huile d'olive, les oignons et l'ail et allumez le feu, laissez reposer 10 à 15 minutes. Ajouter la viande et le reste des ingrédients (sauf les haricots). Cuire à feu doux pendant 6 à 7 heures. 20 minutes avant de servir, mélangez et ajoutez les haricots verts dans la mijoteuse. La viande doit être tendre et se détacher des os, les haricots doivent également être tendres.",15,120,135,https://marocmama.com/wp-content/uploads/2015/01/Beef-and-Bean-Tajine-Closeup-480x480.jpg,https://marocmama.com/slow-cooker-moroccan-beef-green-bean-tajine/
Tajine de bœuf et de coings en une seule casserole,"2 livres de bœuf (en morceaux avec os si possible) - 1 gros oignon coupé en dés - 3 gousses d'ail râpées - 2 cuillères à soupe d'huile végétale - 1 cuillère à soupe de beurre - 1/2 cuillère à café de cannelle - 1/2 cuillère à café de sel - 1/4 cuillère à café de poivron rouge (vous pouvez en ajouter pour un plat plus épicé) - 1 1/2 cuillère à café de cumin - une pincée de fils de safran émiettés - 2 coings coupés, pelés et épépinés - 2 cuillères à soupe de miel - 1 tasse d'eau - 1/2 bâton de cannelle (facultatif )","Au fond d'un tajine, ajoutez 2 cuillères à soupe d'huile végétale et 1 cuillère à soupe de beurre. Chauffer à feu doux. Ajouter l'oignon coupé en dés et l'ail râpé. Dans un grand bol, mélanger la cannelle, le sel, le poivron rouge, le cumin et les fils de safran broyés. Mélanger avec 1 tasse d'eau. Enrober les morceaux de bœuf du mélange d'épices. Placer le bœuf au fond du tajine. Réservez la marinade. Coupez, épépinez et épluchez les coings puis ajoutez-les au dessus du bœuf. Versez le reste du mélange de marinade sur les coings et le bœuf. Ajoutez le bâton de cannelle facultatif au liquide. Couvrez le tajine et laissez cuire 1 à 1 1/2 heures, en vérifiant de temps en temps l'eau pour vous assurer qu'il y a suffisamment de liquide dans le plat. Lorsque la viande est bien cuite et commence à se désagréger. Arrosez le dessus des coings de miel. Vous devrez peut-être en ajouter davantage en fonction du goût sucré de vos coings. Il devrait rester du liquide dans le tajine. Mangez avec du pain croustillant pour briser les morceaux et absorber le jus.",15,120,135,https://marocmama.com/wp-content/uploads/2013/10/Morocan-Beef-and-Quince-Tajine.jpg,https://marocmama.com/beef-and-quince-tajine/
Tajine de Bœuf à la Marocaine aux Pruneaux,"1-2 lb d'os de bœuf ou d'agneau – coupés en morceaux de 3-4'' - 1/2 lb d'oignons finement hachés - 3 gousses d'ail finement hachées - 1 cuillère à café de sel - 1 cuillère à café de poivre - 2 cuillères à café de gingembre - 5- 10 fils de safran (facultatif) - 1 cuillère à café de cannelle - 1/4 tasse d'huile végétale ou d'olive (si la viande que vous utilisez a plus de gras, diminuez la quantité d'huile - une poignée de coriandre hachée - 1/2 lb de pruneaux - 1- 2 cuillères à soupe de miel - 1 1/2 cuillères à café de cannelle moulue - 1/2 tasse d'amandes blanchies et frites","Dans une grande casserole ou une cocotte minute, ajoutez l'huile au fond de la poêle et ajoutez les oignons et l'ail, faites revenir jusqu'à ce qu'ils soient translucides. Incorporer la viande et la faire dorer, puis ajouter les épices (sel, poivre, gingembre, cannelle, safran). Si vous utilisez une casserole sur la cuisinière, ajoutez suffisamment d'eau pour couvrir la viande. Couvrir et laisser mijoter à feu moyen pendant 2 1/2 à 3 heures, jusqu'à ce que la viande soit très tendre et se détache des os. Vous devrez peut-être ajouter plus d'eau si la cuisson est trop rapide. Ajoutez la coriandre. Portez à ébullition la viande et les liquides. Lorsque la viande est cuite, retirez-la et laissez le reste de l'eau réduire en une sauce épaisse. Si vous utilisez un autocuiseur Couvrez l'autocuiseur après avoir ajouté de l'eau et de la coriandre. Cuire à feu moyen pendant 45 à 50 minutes. Relâchez la pression et ouvrez le couvercle. Retirer la viande et réduire la sauce à découvert. Pour les pruneaux : (cela peut être fait pendant que la viande cuit) Mettez les pruneaux dans une petite casserole avec le miel et un peu d'eau, laissez mijoter à feu moyen en vérifiant qu'il y a suffisamment de liquide et qu'ils ne brûlent pas. Continuez à mijoter jusqu'à ce que les pruneaux soient très tendres. La durée de cette étape dépend du four ainsi que des pruneaux. Les pruneaux secs plus frais ramolliront beaucoup plus rapidement qu’un pruneau plus déshydraté. Vers la fin, ajoutez un peu de cannelle (plus si vous l'aimez). Cuire jusqu'à ce qu'ils soient assis dans un sirop épais. Ceci est souvent garni d’amandes frites. Pour frire les amandes À l'aide d'amandes blanchies, ajoutez un peu d'huile dans une sauteuse et mettez-y les amandes entières. Cela ne prendra que quelques minutes une fois chaude. Assurez-vous de surveiller car ils brûleront rapidement. Une fois terminé, démoulez la viande et la sauce dans un grand plat de service. Garnir de pruneaux et de sauce, puis des amandes. Celui-ci se déguste avec des morceaux de pain croustillant.",15,91,106,https://marocmama.com/wp-content/uploads/2009/10/Scoop-of-Beef-Tajine-with-Prunes-720x720.jpg,https://marocmama.com/beef-tajine-with-prunes/
Tajine de boeuf et pois chiches,1/2 livre de bœuf (ou d'agneau) avec os de préférence - 1 cuillère à soupe d'huile d'olive - 2 cuillères à café de cumin - 1/2 cuillère à café de poivre noir - 2 cuillères à soupe (haché finement) de persil italien - 1 cuillère à soupe d'ail écrasé - 1 boîte de pois chiches (vous pouvez utiliser à sec – assurez-vous de laisser tremper au moins 24 heures avant utilisation) - 1/2 citron confit - suffisamment d'eau pour recouvrir la viande - Du pain croustillant pour manger avec,"Au fond d'une cocotte minute de 4 litres, ajoutez l'huile d'olive, l'ail, le cumin et le poivre, et baissez le feu à moyen. Déposez ensuite les morceaux de viande et faites-les dorer sur toutes les faces. S'il semble trop chaud, ajoutez un peu d'eau pour que les épices ne brûlent pas. Après avoir doré, ajoutez suffisamment d'eau pour recouvrir la viande, ainsi que le persil italien et les citrons confits. (si vous utilisez des pois chiches secs, vous souhaiterez également les ajouter à ce stade). Couvrir la cocotte minute et cuire environ 45 minutes. Retirer du feu et évacuer la vapeur. Vérifiez la tendreté de la viande. Il devrait s'effondrer. Ajoutez les pois chiches et remettez la cuisson sous pression sur un brûleur sans le couvercle. La dernière étape consiste à réduire le liquide restant et à cuire les pois chiches. La consistance finale doit être plus épaisse qu'une soupe mais plus fine qu'un ragoût avec suffisamment de restes de sauce pour manger le plat. Servir le tajine avec une miche de pain croustillant. Au fond d'une cocotte, ajoutez l'huile d'olive, l'ail, le cumin et le poivre et baissez le feu à moyen. Déposez ensuite les morceaux de viande et faites-les dorer sur toutes les faces. S'il semble trop chaud, ajoutez un peu d'eau pour que les épices ne brûlent pas. Après avoir doré, ajoutez suffisamment d'eau pour recouvrir la viande, ainsi que le persil italien et les citrons confits. (si vous utilisez des pois chiches secs, vous souhaitez les ajouter également à ce stade) Couvrez et laissez cuire environ 1h30 en vérifiant la tendreté de la viande dans les 30 dernières minutes de cuisson. Il devrait s'effondrer. Ajoutez les pois chiches et poursuivez la cuisson sans le couvercle. Cette dernière étape consiste à réduire le liquide restant et à cuire les pois chiches. La consistance finale doit être plus épaisse qu'une soupe mais plus fine qu'un ragoût avec suffisamment de sauce pour manger le plat. Servir le tajine avec une miche de pain croustillant.",15,91,106,https://marocmama.com/wp-content/uploads/2011/05/Beef-and-Chickpea-Stew-720x720.jpg,https://marocmama.com/beef-and-chickpea-tajine/
Tajine de Bœuf et Artichauts aux Petits Pois Verts,500 g de bœuf coupé en morceaux égaux - 1 gros oignon coupé en dés - 4 gousses d'ail écrasées - 2 cuillères à café de sel - 2 cuillères à café de gingembre sec - 1 cuillère à café de poivre - 1/2 cuillère à café de curcuma - une palme de persil et de coriandre hachés - 1/2 citron confit - 1/4 tasse + 2 cuillères à soupe d'huile d'olive - 1 tasse de petits pois (frais ou surgelés) - 8-10 fonds d'artichauts - 1 carotte (facultatif),"Coupez l'oignon en dés et ajoutez-le au fond du tajine avec l'huile d'olive. Baissez le feu et commencez à cuire les oignons. Dans un bol, mélangez la viande, les épices, le persil et la coriandre avec les 2 cuillères à soupe d'olive. Lorsque tout est bien mélangé, ajoutez-le au tajine en étalant au maximum la viande pour qu'elle cuise uniformément. Ajoutez les fonds d'artichauts au mélange, glissez-les entre les morceaux de viande. Si vous utilisez une carotte, vous pouvez la nettoyer et la couper en bâtonnets ou en rondelles de taille égale. Mélangez un peu le tout dans le fond du tajine pour l'enrober d'un peu du mélange d'épices. Ensuite, ajoutez 1 1/2 tasse d'eau dans le pot à tajine en la répartissant uniformément. Couvrir le tajine et cuire à feu doux à moyen pendant environ deux heures. Vous voudrez vérifier le niveau de liquide de temps en temps en ajoutant plus d’eau s’il sèche. La viande doit être tendre lorsque le tajine est prêt. Au cours des 10 dernières minutes, ajoutez les petits pois et faites cuire pour bien réchauffer. Vous pouvez également ajouter le citron confit, à la fin, pour donner une partie des saveurs - soit couper le citron en lanières, soit en quartiers. Dans une cocotte minute, ajoutez 1/4 tasse d'huile d'olive (omettez les 2 cuillères à soupe supplémentaires) ainsi que l'oignon coupé en dés, les épices, le persil, la coriandre et le bœuf. Cuire à feu moyen pendant 5 à 8 minutes pour faire dorer la viande et commencer à ramollir les oignons. Ajoutez suffisamment d'eau pour couvrir la viande et environ 1 pouce de plus. Mettez le couvercle sur la cocotte minute et laissez cuire environ 30 minutes à feu moyen. Retirez du feu, libérez la vapeur et retirez le couvercle. Ajoutez les petits pois, les artichauts et la carotte (facultatif) ainsi que le citron confit. Remettez le couvercle sur la cocotte minute et remettez sur feu moyen 15 minutes supplémentaires. Retirer du feu, relâcher à nouveau la pression et vérifier le niveau de liquide. S'il en reste encore un peu, continuez la cuisson jusqu'à ce qu'une sauce épaisse se forme. Transférer à une assiette de service. Ajoutez 1/4 tasse d'huile d'olive (omettez les 2 cuillères à soupe supplémentaires) avec l'oignon coupé en dés et commencez à faire revenir à feu doux-moyen. Mélangez la viande avec les épices, le persil et la coriandre, puis ajoutez-la à la casserole après 3-4 minutes. Faire dorer la viande de tous les côtés. Ajoutez suffisamment d'eau pour couvrir la viande et un peu plus. Placez le couvercle sur la casserole et faites cuire à feu doux pendant 60 à 90 minutes. Vérifiez la viande et si elle est encore dure, ajoutez plus de liquide si nécessaire et poursuivez la cuisson. Vers 90 min - 2 heures (cela dépend de l'épaisseur de la viande que vous utilisez), ajoutez les artichauts et les petits pois. Cuire à découvert pendant environ 20 minutes jusqu'à ce que tout soit tendre à la fourchette et qu'une sauce épaisse reste dans la poêle. Servir!",15,70,85,https://marocmama.com/wp-content/uploads/2010/05/Sideview-of-Beef-and-Artichoke-Tagine.jpg,https://marocmama.com/beef-and-artichoke-tajine/
Tajine de Bœuf à l'Huile d'Argan,"1 livres. boeuf, coupé en morceaux de 2"" à 3"" - 1 oignon moyen haché - 3 cuillères à soupe d'huile d'argan, de quoi couvrir le fond de la cocotte minute et faire revenir les oignons + un peu plus pour arroser à la fin si désiré - 1 cuillère à soupe de gingembre - 1 cuillère à café de sel - 1/2 cuillère à café de poivre - 1/2 cuillère à café de curcuma - 1/2 cuillère à café de fils de safran émiettés - une petite poignée de coriandre hachée - 1 à 2 poignées d'olives vertes dénoyautées","Au fond de la poêle, ajoutez l'huile d'argan et les oignons, faites revenir 3-4 minutes jusqu'à ce que les oignons commencent à ramollir. L'huile d'argan ne bouillonnera pas de la même manière que l'huile d'olive ou l'huile végétale, elle est beaucoup plus épaisse et commencera à bouillonner comme une eau sucrée qui caramélise. Ajouter les morceaux de viande et les épices et mélanger jusqu'à ce qu'ils soient enrobés. Ajoutez suffisamment d'eau pour couvrir la viande et couvrez la cocotte minute. Baissez la température à bas/moyen et laissez cuire 50 minutes à 1 heure. Assurez-vous de vérifier que l’eau n’est pas basse. Ouvrir la cocotte minute passé ce délai, il devrait encore y avoir du liquide. Ajoutez les olives vertes et remettez le feu à moyen jusqu'à ce que le liquide soit réduit en sauce. Lorsque le tajine est complètement cuit, démoulez-le dans un plat de service, arrosez-le d'un supplément d'huile d'argan.",dix,90,100,https://marocmama.com/wp-content/uploads/2009/07/Beef-Tagine-with-Argan-720x720.png,https://marocmama.com/beef-tagine-with-argan/
Tajine de poulet marocain aux oranges,"1 poulet entier (environ 2,5 lb ou 1 kg) coupé en morceaux - 1/4 tasse d'huile d'olive - 1 gros oignon coupé en dés - 1 cuillère à soupe de gingembre frais râpé - 1/2 cuillère à café de gingembre en poudre - 1/2 cuillère à café de curcuma - 1 cuillère à café de sel - 1 cuillère à café de poivre - une pincée de fils de safran (8-10) - 1/2 tasse d'eau - 1 grosse orange à peau fine - 1 bâton de cannelle - 1/2 cuillère à café de cannelle en poudre - 2-3 cuillères à soupe de sucre ou de miel - une pincée de sel - amandes grillées et hachées (facultatif)","Nettoyez et coupez votre poulet. Vous pouvez laisser un peu de peau ou la retirer complètement selon vos préférences personnelles. Dans un bol, mélanger le gingembre frais, le gingembre en poudre, le curcuma, le poivre et le sel. Versez la moitié de l'huile dans les épices et mélangez-les. Ajoutez le mélange d'épices au poulet en frottant toute la viande et laissez mariner pendant la préparation du reste du plat. Dans une petite tasse, ajoutez une petite quantité d'eau tiède. Cassez les fils de safran dans votre main et ajoutez-les à l'eau tiède. Laisser agir 2-3 minutes jusqu'à ce qu'il fleurisse. Coupez un gros oignon en petits dés et ajoutez-le au fond du tajine ou du récipient de cuisson. Ajoutez le reste de l'huile et mettez à feu doux. Laisser reposer 5 minutes jusqu'à ce que les oignons commencent à ramollir. Lorsque les oignons sont tendres, disposez le poulet dans le tajine. Versez l'eau safranée sur les morceaux de poulet. Ajoutez 1/4 tasse d'eau au fond du tajine et couvrez. Laissez le poulet cuire à feu doux pendant 45 minutes à 1 heure. Vérifiez le niveau d'eau et la tendreté du poulet. Il devrait s'effondrer. Sinon poursuivez la cuisson en ajoutant un peu d'eau si nécessaire. Pour cuire les oranges Lavez et séchez bien l'orange. Coupez-le en fines tranches avec un couteau bien aiguisé. Aussi mince que possible. Ajoutez juste assez d'eau pour couvrir les oranges ainsi que le bâton de cannelle. Mettez à feu très doux et laissez cuire. Ajoutez la cannelle en poudre, le sucre/miel et une pincée de sel une fois les oranges ramollies. Faire bouillir jusqu'à ce qu'un sirop épais soit créé. Disposez les oranges sur le tajine et versez la sauce autour du fond du plat. À la toute fin, hachez grossièrement quelques amandes et saupoudrez-les sur le dessus des oranges. Ils ajoutent un joli contraste de texture.",15,90,105,https://marocmama.com/wp-content/uploads/2022/02/Moroccan-Chicken-Tagine-with-Oranges.jpg,https://marocmama.com/moroccan-chicken-tajine-with-oranges/
Tajine De Poulet Au Citron Marocain Avec Pommes De Terre,500 g de poitrines de poulet - 2-3 pommes de terre Russet - 1/4 de citron confit - 1 cuillère à café de persil italien haché - 1 cuillère à café de coriandre - 1 cuillère à café de poivre - 1 cuillère à soupe d'ail écrasé - 1 cuillère à soupe de gingembre frais moulu - 8-10 fils de safran écrasés - 3 cuillères à café d'huile d'olive - 1 oignon moyen haché - 1/4 tasse d'eau,"Dans un petit bol, écrasez les fils de safran et ajoutez 2 cuillères à soupe d'eau tiède. Laisser infuser 5 minutes. Peler et couper les pommes de terre en quartiers. Ajouter l'huile d'olive et les oignons hachés au fond du tajine. Allumez le brûleur à feu moyen-doux. Dans un bol, ajoutez l'ail, le gingembre, le sel, le poivre, le persil et la coriandre. Mélangez l’eau de safran et ajoutez 1/4 tasse d’eau restante. Disposez les pommes de terre en quartiers sur le tajine en une seule couche. Placez le poulet dessus. Versez le mélange d'épices et de liquide sur le dessus et remuez doucement pour enrober les pommes de terre et le poulet. Coupez le morceau de citron confit en plusieurs morceaux et insérez-le autour du tajine. Couvrir le tajine et cuire à feu moyen-doux pendant 1 1/2 à 2 heures. Vérifiez la viande pour vous assurer qu'elle est molle et qu'elle se désagrège. Essayez de ne pas soulever le couvercle du tajine. Je vérifie généralement une fois pour m'assurer qu'il y a suffisamment d'eau. Lorsque les pommes de terre sont tendres à la fourchette, le poulet s'effondre, c'est cuit.",15,120,135,https://marocmama.com/wp-content/uploads/2012/03/Moroccan-Chicken-Tajine-with-Lemons-480x480.jpg,https://marocmama.com/chicken-with-potato-and-preserved-lemon-tajine/
Tajine de poulet aux citrons et olives confits,1 livre de poulet (selon les morceaux que votre famille aime) - 2 cuillères à café d'huile végétale - 2 cuillères à soupe de cumin - 1 cuillère à café de poivre - 5 à 8 fils de safran écrasés - 1 cuillère à café de curcuma - 1 cuillère à café de coriandre – fraîche ou séchée - 1/2 oignon haché - 1/2 citron confit - une poignée d'olives vertes - ajoutez-en plus ou moins selon vos préférences - 1 cube de bouillon de poulet (j'ajoute ceci pour plus de saveur) - suffisamment d'eau pour couvrir le poulet,"Versez l'huile végétale au fond de la cocotte minute et ajoutez l'oignon. Faire revenir jusqu'à ce que les oignons soient translucides et ajouter la coriandre. Ajouter le poulet et saisir de tous les côtés. Ajouter le reste des épices et le citron. Garnir d'env. 4 tasses d'eau, juste assez pour couvrir le poulet. Couvrir l'autocuiseur et laisser cuire 45 minutes. Retirer du feu et ouvrir l’autocuiseur, en vérifiant le poulet pour s’assurer qu’il est bien cuit. Il doit être tendre et se détacher de l'os. Dans le liquide restant, ajoutez les olives et poursuivez la cuisson sans le couvercle jusqu'à ce que le liquide se réduise en une sauce plus épaisse.",dix,45,55,https://marocmama.com/wp-content/uploads/2009/09/Chicken-and-olive-tajine-1-720x720.jpg,https://marocmama.com/chicken-and-olive-tajine/
Tajine de poulet et noix avec pâte de coing,500 g de morceaux de poulet - 1 oignon moyen finement haché - 1 cuillère à soupe d'ail écrasé - 2 cuillères à café de gingembre - 1 cuillère à café de sel - 1 cuillère à café de poivre - 2 cuillères à soupe d'huile végétale - 1 cuillère à café de cannelle - une pincée de fils de safran émiettés - une petite poignée de persil haché - 2 à soupe de beurre coupé en cubes - 1/4 tasse d'eau - 3 cuillères à café de pâte de coing - 1/2 tasse de noix,"Au fond d'une terre non émaillée, ajoutez l'huile végétale et baissez le feu à moyen. Hachez finement l'oignon et écrasez 2 cuillères à café d'ail (2-3 gousses). Ajoutez-les au tajine. Dans un bol, mélangez le sel, le poivre, le gingembre, la cannelle, les fils de safran, le persil et la pâte de coing avec suffisamment d'eau pour créer une pâte. Rincez et nettoyez le poulet et placez-le dans la pâte d'épices en prenant soin de bien enrober le poulet. Ajoutez les morceaux de poulet au tajine avec le reste de la marinade. Versez 1/4 tasse d'eau et 2 cuillères à soupe de beurre en cubes. Couvrir le tajine et réduire le feu à doux. Laisser cuire 1 1/2 à 2 heures. Vérifiez à 1 heure, 1,5 heure et 2 heures et ajoutez un peu plus d'eau si nécessaire. Le tajine est prêt lorsque le poulet est tendre au toucher. Il doit encore rester du liquide dans le tajine. Griller les noix Dans une poêle, ajouter les noix et baisser le feu à moyen-vif. Lorsque les noix commenceront à griller, vous pourrez sentir les huiles libérées. Remuez les noix pour vous assurer qu'elles ne brûlent pas. Retirer du feu dès que les noix commencent à dorer. Garnir le tajine de noix grillées et servir immédiatement. Ce plat se déguste traditionnellement avec du pain croustillant mais peut également être servi sur du riz, de l'orge ou du couscous.",15,90,105,https://marocmama.com/wp-content/uploads/2012/11/Chicken-and-Walnut-Tajine-with-Quince.jpg,https://marocmama.com/chicken-quince-and-walnut-tajine/
Tajine de poulet avec confiture de tomates et oignons,"1 livre de poulet avec peau - 1 gros oignon - 1 cuillère à soupe d'huile d'olive - 2 cuillères à café de cumin - 1 cuillère à soupe d'ail écrasé - 1 cuillère à café de gingembre en poudre - 1/2 cuillère à café de sel et de poivre - une pincée de safran écrasé - 1 cuillère à soupe de beurre - 1 cuillère à soupe d'huile (légume/tournesol, etc.) - 1 livre de tomates - 1 cuillère à café comble de miel - graines de sésame (facultatif)","Il est préférable de le préparer dans un tajine, mais si vous n'en avez pas, une marmite à fond épais fera également l'affaire. Dans un bol, mélanger l'huile d'olive, le cumin, la cannelle, le gingembre, l'ail écrasé, le safran, le sel et le poivre. Lavez bien le poulet et retirez tout excès de graisse, mais laissez la peau. Enrober le poulet de marinade et réfrigérer pendant la préparation du reste du repas. Coupez un oignon en deux, retirez la peau et coupez-le en morceaux aussi fins que possible. Au fond d'un tajine ou d'une poêle, ajoutez 1 cuillère à soupe de beurre et 1 cuillère à soupe d'huile. Baissez le feu et ajoutez les oignons. Faire revenir jusqu'à ce que les oignons deviennent tendres et commencent à dorer. Préparez les tomates soit en râpant l'intérieur dans un bol, soit en les blanchissant dans de l'eau bouillante et en retirant la peau. Coupez-le en petits morceaux et ajoutez-le aux oignons. Faites de la place dans les tomates pour ajouter les morceaux de poulet, côté peau vers le bas. Le poulet doit être niché dans les tomates. Ajoutez le couvercle sur le tajine ou la marmite et laissez cuire 45 minutes à 1 heure jusqu'à ce que le poulet soit bien cuit et se désagrège et que le liquide ait réduit dans la marmite. Incorporez une cuillère à café de miel à la toute fin et laissez cuire encore quelques minutes. Vous pouvez également garnir de graines de sésame juste avant de servir.",15,90,105,https://marocmama.com/wp-content/uploads/2014/02/Chicken-Tagine-with-tomato-and-onion-jam.jpg,https://marocmama.com/weekdaysupper-chicken-tajine-with-tomato-and-onion-jam/
Tajine De Poulet Sucré,"1 cuillère à café d'huile - 1 oignon tranché - 1 lb de cuisses de poulet, avec os, sans peau - 1 cuillère à soupe de persil - 1 cuillère à café de cannelle - 1 cuillère à café de poudre d'ail - 1 cuillère à café de gingembre - ½ cuillère à café de cumin - ¼ cuillère à café de poivre noir - 1 (14 oz) boîte de tomates en dés, non égouttées - 2 cuillères à soupe de miel - 1/3 tasse de raisins secs - 2 tasses de pois chiches cuits","Chauffer l'huile dans une cocotte, à feu moyen. Ajouter les oignons et faire revenir jusqu'à ce qu'ils soient tendres. Poussez les oignons de côté et ajoutez la viande en la saisissant de tous les côtés. Ajoutez les épices et le reste des ingrédients dans l'ordre indiqué. Couvrir et cuire à feu doux pendant 40 min. Retirez le couvercle et vérifiez qu'il y a suffisamment de liquide, mais pas trop. Il doit y avoir juste assez de liquide pour garder les ingrédients humides, mais pas au point de vous retrouver avec une soupe. S'il y a trop de liquide, laissez mijoter 10 à 20 minutes à découvert. S'il n'y a pas assez de liquide, ajoutez de l'eau ¼ de tasse à la fois et laissez mijoter à couvert pendant 10 à 20 minutes supplémentaires. Retirer du feu et servir chaud.",15,90,105,https://marocmama.com/wp-content/uploads/2013/08/Sweet-Chicken-Tajine-from-Curious-Cuisiniere-3-320x320.jpg,https://marocmama.com/sweet-chicken-tajine-from-curious-cuisiniere/
