,name,ingredients,instructions,preparation_time,cooking_time,total_time,image_url,source
52, Moroccan Chicken and Couscous Moroccan Chicken and Couscous ,"Deselect All 2 carrots, thinly sliced 2 tablespoons extra-virgin olive oil 1 1/4 pounds skinless, boneless chicken breasts, cut into 1 1/2-inch pieces Kosher salt and freshly ground pepper 1 large onion, chopped 1/2 teaspoon ground cumin 1/2 teaspoon ground cinnamon 1 cup couscous 1 15-ounce can no-salt-added chickpeas, drained and rinsed 1/4 cup chopped dried apricots or prunes Grated zest of 1/2 lemon, plus juice of 1 lemon 1/2 cup chopped fresh cilantro","Combine the carrots and 1 cup water in a saucepan over medium-high heat. Cook until crisp-tender, about 7 minutes; cover and set aside. Meanwhile, heat a large skillet over medium-high heat. Add the olive oil, then add the chicken and season with salt and pepper. Cook, turning occasionally, until browned and just cooked through, about 4 minutes. Transfer to a plate using a slotted spoon. Add the onion to the skillet and season with 1/4 teaspoon salt. Cover and cook, stirring occasionally, until lightly browned, about 6 minutes. Stir in the cumin and cinnamon; remove from the heat. Add the couscous, chickpeas, apricots and lemon zest to the skillet. Add the carrots and the hot cooking water (return to a simmer if the liquid has cooled); stir to combine. Add the chicken and any collected juices. Cover and let stand until the liquid is absorbed and the couscous is tender, about 5 minutes; fluff with a fork. Stir in the lemon juice and cilantro. Season with salt.",50,62,112,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2014/8/27/1/FNM_100114-Moroccan-Chicken-and-Couscous-Recipe_s4x3.jpg.rend.hgtvcom.476.357.suffix/1409241553461.jpeg,https://www.foodnetwork.com/recipes/food-network-kitchen/moroccan-chicken-and-couscous-3363557
53, Moroccan Spiced White Fish Moroccan Spiced White Fish ,"Deselect All 1 to 2 pounds whole white fish 1 lemon, juiced 1/4 cup olive oil 2 garlic cloves, chopped 4 tablespoons Moroccan Spice mix, recipe follows Moroccan Spice Mix: 1 tablespoon ground cumin 1 tablespoon ground coriander 1 teaspoon ground cloves 1 teaspoon ground cinnamon 1 teaspoon ground nutmeg 1 tablespoon paprika 1 teaspoon turmeric 1 teaspoon ground ginger 1 tablespoon sugar 2 tablespoons kosher salt 2 tablespoons freshly ground black pepper","Preheat the oven to 400 degrees F.  Score the fish with a paring knife by making several 1-inch slits in the skin on each side, being careful not to cut in too deep. Put the fish on a dish and drizzle with the lemon juice and 1/2 of the oil. Press the garlic into the score marks. Rub the spice mix all over the inside and outside of the fish. Cover with plastic wrap, and allow it to marinate in the fridge for one hour. Heat a skillet large enough to hold the whole fish over high heat until it is almost smoking. Carefully pour the remaining oil into the pan and let it heat. Place the fish in the pan, sear it well on both sides, and then place it in the oven for about 7 minutes, or until the fish flakes easily. Transfer the fish to a serving platter. Moroccan Spice Mix: Yield: 3/4 cup Combine all ingredients in a small bowl.",49,97,146,,https://www.foodnetwork.com/recipes/moroccan-spiced-white-fish-recipe-2102752
54, Slow Cooker Moroccan Brisket with Red Onions and Apricot Couscous Slow Cooker Moroccan Brisket with Red Onions and Apricot Couscous ,"Deselect All 1 large red onion, sliced into thin wedges 2 parsnips, chopped 2 pound boneless beef brisket Salt and freshly ground black pepper 2 teaspoons ground coriander 2 teaspoons ground cumin 1/2 teaspoon ground cinnamon 1/2 teaspoon garlic powder Pinch nutmeg 1 cup whole dried apricots 1 cup dry red wine 1/2 cup reduced-sodium beef broth 2 tablespoons honey 1 cup couscous 1/4 cup chopped fresh cilantro leaves","Arrange onion wedges and parsnips in bottom of slow cooker. Season beef all over with salt and black pepper. In a small bowl, combine coriander, cumin, cinnamon, garlic powder, and nutmeg. Rub spice mixture all over beef. Arrange beef over onions and parsnips in slow cooker. Arrange apricots around beef. In a small bowl, whisk together wine, broth and honey. Pour mixture over beef and vegetables. Cover and cook on LOW for 6 to 8 hours or HIGH for 3 to 4 hours. Cook couscous according to package directions. Serve beef, vegetables and apricots over couscous. Pour over extra sauce from slow cooker and top with cilantro.",45,22,67,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2007/7/9/0/RM0508_robinmoroccanbrisket.jpg.rend.hgtvcom.476.357.suffix/1371585891447.jpeg,https://www.foodnetwork.com/recipes/robin-miller/slow-cooker-moroccan-brisket-with-red-onions-and-apricot-couscous-recipe-1948232
55, Moroccan Chicken with Apricot Couscous and Green Olive Sauce in Flat Bread Moroccan Chicken with Apricot Couscous and Green Olive Sauce in Flat Bread ,"Deselect All Moroccan Spice Mix: 1 cinnamon stick, chopped in pieces 8 whole cloves 1 teaspoon cayenne 2 teaspoons cumin seed 1 teaspoon fennel seed 1 teaspoon coriander seed 1 tablespoon sweet paprika 11/2 teaspoons kosher salt 1 teaspoon brown sugar Chicken: 1 (31/2 pound) whole free range chicken Kosher salt and freshly ground black pepper 1 lemon, halved 1/4 bunch fresh cilantro 1 head garlic 3 tablespoons extra-virgin olive oil Apricot Couscous: 1 cup couscous 11/2 cups warm water 10 dried apricots 1/4 cup whole almonds, toasted 2 green onions, green parts only 2 handfuls fresh mint leaves 2 handfuls fresh cilantro leaves 1/2 lemon, juiced 2 tablespoons extra-virgin olive oil Kosher salt and freshly ground black pepper Green Olive Sauce: 1/2 cup extra-virgin olive oil, plus 2 tablespoons 2 shallots, sliced 1 fresh red chile, halved lengthwise 1/2 pound large green Spanish olives, pitted 1/4 bunch fresh flat-leaf parsley leaves 2 tablespoons sherry vinegar 1/2 lemon, juiced 4 pieces lavosh bread, cut in 1/2","To prepare the Moroccan Spice Mix for the Chicken: Combine the cinnamon stick, cloves, cayenne, cumin, fennel, coriander, and paprika in a dry skillet over low heat and toast for just a minute to release the fragrant oils; shake the pan so they don't scorch. In a spice mill or clean coffee grinder, grind the toasted spices together, with 1 1/2 teaspoons of kosher salt and the brown sugar. (A word of advice: make sure you thoroughly wipe out your coffee grinder before you make coffee again - Moroccan spices taste great on chicken but horrible with coffee.) Preheat the oven to 400 degrees F. Rinse the chicken with cool water, inside and out, then pat it dry with paper towels. Massage the chicken skin with the spice rub; make sure you don't miss a spot. Season the inside of the chicken generously with salt and pepper. Stuff the lemons halves, cilantro, and garlic in the cavity and place the chicken in a roasting pan fitted with a rack. Fold the wing tips under the bird and tie the legs together with kitchen string. Drizzle the oil all over the chicken. If you have time, let the chicken marinate for 30 minutes to really get the flavors down deep into the meat. Roast the chicken for 1 hour; pop an instant-read thermometer into the thickest part of the thigh; if it reads 160 degrees F, it's done. Allow the chicken to rest for 10 minutes so the juices can settle back into the meat. Remove and discard the skin from the chicken. Pull the chicken from the bone and shred the meat, with your fingers or 2 forks. Put the shredded chicken in a large bowl and squeeze the lemon halves that have cooked inside the bird over the meat to moisten. To prepare the Apricot Couscous: Put the couscous in a medium bowl; pour the water over it, stir with a fork to combine. Cover and let sit for 10 to 15 minutes, then uncover and fluff with a fork. Put the apricots, almonds, green onions, mint, and cilantro on a cutting board and coarsely chop everything up; add this to the couscous. Add lemon juice, drizzle with olive oil, and season with salt and pepper. Toss gently to combine. To prepare the Green Olive Sauce: In a small skillet, heat 2 tablespoons of olive oil. Saute the shallots and chile over low heat for 8 minutes until caramelized, then scrape into a food processor. Add the olives, parsley, vinegar, lemon juice, and 1/2 cup of oil; puree a good 3 minutes until totally smooth. To put the whole thing together: put the shredded chicken and couscous on the lavosh bread, add a few spoonfuls of the olive sauce, and roll the sandwich up. Wrap in foil and take the sandwich to a picnic, if desired.",63,99,162,http:////food.fnr.sndimg.com/content/dam/images/food/video/7/77/774/7748/77484.jpg.rend.hgtvcom.476.357.suffix/1664901221719.jpeg,https://www.foodnetwork.com/recipes/tyler-florence/moroccan-chicken-with-apricot-couscous-and-green-olive-sauce-in-flat-bread-recipe-1941556
56, Moroccan Harissa Roast Cauliflower Moroccan Harissa Roast Cauliflower ,"Deselect All 5 dried New Mexico chiles (about 1 ounce) 4 dried guajillo chiles (about 1 ounce)  2 cups boiling water 1/4 teaspoon whole coriander seeds 1/4 teaspoon whole cumin seeds 2 tablespoons vegetable oil, plus more for roasting 3 cloves garlic, roughly chopped Juice of 1/2 lemon (about 1 tablespoon) Kosher salt and freshly ground pepper 1 large head cauliflower, cut into 2-inch florets (about 8 cups) 1/4 cup lightly packed fresh cilantro leaves","Tear open the New Mexico and guajillo chiles and discard the seeds and stems. (You may leave the seeds in if you prefer a spicy harissa.) Tear the chiles into large pieces and place them in a medium bowl. Pour 2 cups boiling water over the chiles and let stand until softened, about 20 minutes. Put the coriander and cumin seeds in a small skillet and cook, swirling often, over medium heat, until the seeds are fragrant and lightly toasted, 2 to 3 minutes. Transfer the spices to a blender and add the oil, garlic, lemon juice and 2 teaspoons kosher salt, then puree until smooth. Using tongs, add the chiles to the blender along with 1/2 cup of their soaking liquid (discard the rest) and puree until very smooth, about 2 minutes on high. Season the harissa with pepper and set aside. Preheat the oven to 450 degrees F. In a large bowl, toss the cauliflower with 3/4 cup of the harissa until each floret is evenly coated. Spread the cauliflower onto a rimmed baking sheet and drizzle with a little more vegetable oil. Roast, tossing halfway through, until the cauliflower is tender and the harissa has begun to caramelize, about 40 minutes. Transfer the cauliflower to a serving platter and sprinkle with the cilantro. Serve with the remaining 1/4 cup harissa on the side for dipping.",18,52,70,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2017/2/6/0/FNK_Moroccan-Harissa-Cauliflower_s4x3.jpg.rend.hgtvcom.476.357.suffix/1486405326857.jpeg,https://www.foodnetwork.com/recipes/food-network-kitchen/moroccan-harissa-roast-cauliflower-3626547
57, Moroccan-Style Striped Bass Moroccan-Style Striped Bass ,"Deselect All 3 cups fresh orange juice Fresh thyme sprigs 1 tablespoon honey Harissa, to taste 4 (6-ounce) fillets wild striped bass, with skin Canola oil Salt and freshly ground black pepper Cured black olives, pitted, coarsely chopped Brined black olives, pitted Roughly chopped flat-leaf parsley","Put the orange juice and thyme in a small saucepan, over medium heat and bring to a boil. Cook until reduced by half and becomes a syrup. Strain into a bowl, then add the honey and harissa, to taste. Preheat the grill to medium. Brush the fillets with oil on both sides and season with salt and pepper, to taste. Grill until slightly charred on both sides and just cooked through, about 4 minutes per side. Remove to a platter, drizzle with the sauce and sprinkle with olives and parsley.",73,97,170,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2012/1/27/0/GT0308_Moroccan-Style-Striped-Bass_s4x3.jpg.rend.hgtvcom.476.357.suffix/1371603892006.jpeg,https://www.foodnetwork.com/recipes/bobby-flay/moroccan-style-striped-bass-recipe-1952596
58, Moroccan Eggs with Flatbread and Goat Cheese Moroccan Eggs with Flatbread and Goat Cheese ,"Deselect All 4 to 6 pieces flatbread, such as pita, naan or lavash 3 to 4 tablespoons canola oil  12 ounces merguez sausage, casings removed  1 medium Spanish onion, halved and thinly sliced  2 cloves garlic, minced  One 28-ounce can plum tomatoes, coarsely crushed  1 to 2 tablespoons harissa, depending on how spicy you want it  1 tablespoon ras el hanout (Moroccan spice blend) 1 teaspoon Spanish sweet smoked paprika  Kosher salt and freshly ground black pepper  Honey, as needed, optional  8 large eggs  4 ounces soft goat cheese, crumbled  1/4 cup coarsely chopped fresh cilantro 1/4 cup coarsely chopped fresh flat-leaf parsley","Preheat the oven to 250 degrees F. Wrap the flatbread in foil and place in the oven to warm while you are making the eggs. Heat the canola oil in a large, high-sided saute pan over high heat until it begins to shimmer. Add the sausage and cook until golden brown and just cooked through, about 3 minutes. Add the onions and cook until softened and lightly golden brown. Add the garlic and cook for 1 minute. Add the tomatoes, harissa, ras el hanout, paprika and 1 cup of water to the pan and bring to a boil. Reduce the heat to medium low and cook until the sauce thickens, about 15 minutes. Season with salt, pepper and honey, if needed. Carefully crack the eggs over the mixture, sprinkle with the goat cheese, cilantro and parsley and cover with a lid for a few minutes. Uncover and continue to cook until the whites are set but the yolks are still runny, 1 to 2 minutes. Serve the eggs and sauce in the pan with the warm flatbread on the side.",3,97,100,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2014/2/10/1/CCBAB406-Moroccan-Eggs-with-Goat-Cheese-and-Flatbread-Recipe_s4x3.jpg.rend.hgtvcom.476.357.suffix/1399905963057.jpeg,https://www.foodnetwork.com/recipes/bobby-flay/moroccan-eggs-with-flatbread-and-goat-cheese-2403221
59, Grilled Swordfish with Moroccan Charmoula Grilled Swordfish with Moroccan Charmoula ,"Deselect All 4 teaspoons cumin seed, toasted and ground 2 teaspoons coriander seed, toasted and ground 2 tablespoons paprika 1/2 teaspoon cayenne pepper 4 cloves garlic, minced and Sauteed briefly 1 teaspoons kosher salt 1/3 teaspoon freshly ground black pepper 2 ounces fresh lemon juice 1 cup extra-virgin olive oil 2 tablespoons (about 1/4 bunch) chopped Italian flat-leaf parsley 2 tablespoons (about 1/4 bunch) chopped cilantro 1 grilled red bell pepper, julienne 1 preserved lemon, pulp removed, fine julienne 1/2 cup small cherry tomatoes, halved 8 oil-cured olives, pitted and halved 8 swordfish steaks","In a bowl combine cumin, coriander, paprika, cayenne pepper, garlic, salt, pepper and lemon juice. Whisk well. Add olive oil slowly. Add parsley and cilantro. Reserve 1/4 of charmoula. Add peppers, lemon, tomatoes and olives to remaining charmoula to make a relish. Place swordfish on sheet pan. Rub with salt, pepper and reserved charmoula. Grill swordfish on medium heat until just cooked through. Remove fish from heat and arrange on platter. Top with charmoula relish.",83,95,178,http:////food.fnr.sndimg.com/content/dam/images/food/video/9/93/936/9360/93605.jpg.rend.hgtvcom.476.357.suffix/1664910238326.jpeg,https://www.foodnetwork.com/recipes/grilled-swordfish-with-moroccan-charmoula-recipe-1912765
60, Moroccan Lamb Stew with Preserved Lemons Moroccan Lamb Stew with Preserved Lemons ,"Deselect All 3 pounds boneless lamb stew meat, from the shoulder 1 teaspoon ground cumin 1 teaspoon ground ginger 1/2 teaspoon ground cinnamon Pinch saffron threads 1 orange, zested and juiced 1/2 bunch cilantro, stems removed 3 cloves garlic 1 teaspoon kosher salt 2 yellow onions, finely chopped 1 (14-ounce) can diced tomatoes, with juice 1 cup water 1 cup pitted green Moroccan (or other) olives, chopped Minced peel of 1 preserved lemon, recipe follows, optional Preserved Lemons: 10 to 12 organically grown lemons, preferably Meyer lemons Kosher salt 2 fresh or dried bay leaves, preferably Mediterranean","Trim excess fat and gristle from meat and cut lamb into 1-inch cubes. Place meat in a large bowl. In a small bowl, mix the cumin, ginger, cinnamon, and saffron; sprinkle over the meat and set aside. On a cutting board, mince together the orange zest, cilantro leaves, garlic, and salt until you have a paste. Add to the meat along with the orange juice and stir well to coat. Cover the bowl and let stand at room temperature for 2 hours, or up to overnight in the refrigerator. Transfer the mixture to a heavy pot, add the onions, tomatoes, and 1 cup water. Bring to a boil, cover, reduce heat, and simmer (or bake in a preheated 350 degree oven) until the meat is very tender, about 1 1/2 hours. Add olives and, if using, preserved lemon to the pot. Cook about 10 minutes more, then serve. Preserved Lemons: Wash a 1-pint glass-canning jar and its lid with hot soapy water; rinse and dry thoroughly. Cut 6 of the lemons, 1 at a time, into quarters through 1 end without cutting all the way through the other end. You want the lemon to open out like a flower, but not to separate. Place the lemon on a large piece of parchment or waxed paper, spread quarters open and sprinkle flesh with a heaping tablespoon of kosher salt; put the lemon into the jar. Continue with remaining lemons, sprinkling salt on each. Pack the lemons in the jar tightly, filling it to the top (you may need more or less than 6 lemons, depending on their size). When you reach the top, lift the parchment and pour the excess salt from it into the jar of lemons. Slide the bay leaves down opposite sides of the jar. Juice the remaining lemons 1 by 1, adding juice to the jar, until it reaches the top. Seal jar, shake well, and let stand at room temperature, shaking well every 12 hours, for 1 week. After 1 week, transfer jar to the refrigerator, continuing to shake every day. Lemons are preserved after 3 weeks and keep up to several months in the refrigerator. To use lemons, pull out as needed and scrape away pulp. Dice peel and use as a condiment.",98,103,201,,https://www.foodnetwork.com/recipes/moroccan-lamb-stew-with-preserved-lemons-recipe-1910528
61, Moroccan Seafood Stew with Couscous Moroccan Seafood Stew with Couscous ,"Deselect All 1 cup couscous 2 tablespoons extra-virgin olive oil 1 onion, halved and thinly sliced 1 tablespoon paprika 1 tablespoon ground cumin Kosher salt and freshly ground pepper 1 26-ounce box chopped tomatoes (such as Pomi) or two 14 1/2-ounce cans diced tomatoes 8 ounces green beans, trimmed and cut into 1-inch pieces 1/2 cup pitted green olives, plus 1/4 cup brine 1/2 cup roughly chopped fresh cilantro, plus more for topping 2 pounds mussels, scrubbed and debearded 12 ounces medium shrimp, peeled and deveined","Put the couscous in a medium heatproof bowl; add 1 cup boiling water and stir. Cover with plastic wrap and set aside. Heat the olive oil in a large pot or Dutch oven over medium-high heat. Add the onion and cook, stirring often, until it starts softening, about 5 minutes. Stir in the paprika, cumin, 1 teaspoon salt and a few grinds of pepper. Cook, stirring, until the onion is coated, about 1 minute. Stir in 1/2 cup water, the tomatoes, green beans, olives and brine, and cilantro. Bring to a simmer and cook until slightly reduced, about 5 minutes. Stir in the mussels. Cover and cook until they start opening, 3 to 5 minutes. Stir in the shrimp; continue to cook, covered, until the mussels are open and the shrimp are opaque, about 5 minutes. (Discard any unopened mussels.) Fluff the couscous with a fork. Divide among bowls; top with the seafood stew and more cilantro.",94,89,183,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2016/11/9/2/FNM_120116-Moroccan-Seafood-Stew-with-Couscous-recipe_s4x3.jpg.rend.hgtvcom.476.357.suffix/1478739643263.jpeg,https://www.foodnetwork.com/recipes/food-network-kitchen/moroccan-seafood-stew-with-couscous-3568186
62, Shrimp and Truffled Grits with Moroccan Chorizo Broth Shrimp and Truffled Grits with Moroccan Chorizo Broth ,"Deselect All 2 tablespoons olive oil 4 ounces Spanish chorizo, roughly chopped (about 1/2 cup) 1 tablespoon minced garlic 1 tablespoon minced shallots 1 teaspoon toasted cumin 1 teaspoon smoked paprika A pinch cayenne pepper 1 cup clam juice 1 cup heavy cream 1 tablespoon butter 12 ounces Florida rock shrimp 4 organic eggs Truffled Grits with Aged Cheddar, recipe follows Tomato Jam, recipe follows Crusty white bread, for serving Truffled Grits with Aged Cheddar: 2 cups milk 1 cup heavy cream 1 stick butter 1 cup grits, such as Anson Mills 1/4 teaspoon kosher salt 1/4 teaspoon ground pepper 4 tablespoons mascarpone 2 tablespoons grated aged Cheddar Few shavings of fresh truffle or 1 teaspoon truffle oil Tomato Jam: 10 vine ripe tomatoes, chopped 1 cup brown sugar 1/2 cup sherry vinegar 1/4 cup soy sauce 1/2 tablespoon togarashi (Japanese chili powder)","In a hot saute pan over medium heat, add the olive oil and sweat the chorizo until the fat starts to render, about 1 1/2 minutes. Then add the garlic and shallots. Cook until fragrant, about 1 minute. Add the cumin, smoked paprika and cayenne pepper. Deglaze with the clam juice and add the heavy cream. Allow to reduce by half. Finish with the butter and keep warm until ready to serve. When ready to serve, add the rock shrimp and cook for about 2 minutes. Fry the eggs according to your preference. Serve the shrimp and chorizo over the Truffled Grits with Aged Cheddar and top with the fried eggs. Garnish with Tomato Jam and serve with crusty white bread. Truffled Grits with Aged Cheddar: Bring the milk, cream and butter to a boil in a medium saucepan over high heat. Whisk in the grits vigorously. Lower the heat and continue to cook, about 10 minutes. Season with the salt and pepper. Taste the grits at this point; if they are still firm, continue to cook until softened. If grits become too thick, thin with additional milk. Remove from the heat and stir in the cheeses and truffle shavings or truffle oil. Keep warm until ready to serve. Tomato Jam: On the base of each tomato, slice an X with a paring knife, piercing the skin. Drop the tomatoes in boiling water for about 30 seconds. Place tomatoes in ice water. Remove the peel from the tomatoes and slice in half, squeezing out the seeds. Roughly chop. Place in a saucepan over high heat with the sugar, sherry vinegar, soy sauce, 1/2 cup water and togarashi, and bring to a boil. Cook rapidly, stirring often, until the liquid has evaporated by 80 percent and the tomatoes have a jam-like consistency, 25 to 30 minutes. Refrigerate and use as needed.",78,20,98,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2012/8/17/0/ED101_Shrimp-and-Truffled-Grits_s4x3.jpg.rend.hgtvcom.476.357.suffix/1371609416566.jpeg,https://www.foodnetwork.com/recipes/shrimp-and-truffled-grits-with-moroccan-chorizo-broth-recipe-1925955
63, Moroccan Chicken and Squash Moroccan Chicken and Squash ,"Deselect All 8 ounces butternut squash, peeled and cut into large chunks (about 2 cups) 1 large turnip, peeled and cut into large chunks (about 2 cups) 1 leek (white and light green parts only), chopped 1/2 cup golden raisins 4 skin-on, bone-in chicken legs (3 to 4 pounds), drumsticks and thighs attached 4 skin-on, bone-in chicken legs (3 to 4 pounds), drumsticks and thighs attached  Kosher salt and freshly ground pepper 3 cups low-sodium chicken broth 2 tablespoons tomato paste 1 teaspoon ground cumin 1 teaspoon ground coriander 1/2 teaspoon turmeric Grated zest and juice of 1 lemon Couscous, for serving Fresh cilantro, for topping","Combine the squash, turnip, leek and raisins in a 6-quart slow cooker. Season the chicken with salt and pepper and place on top of the vegetables. Whisk the chicken broth, tomato paste, cumin, coriander, turmeric, lemon zest and juice, and 1 teaspoon salt in a large bowl. Pour the mixture over the chicken and vegetables. Cover and cook on high, 4 hours. Serve the chicken and vegetables with couscous; drizzle with some of the cooking liquid. Top with cilantro.",37,19,56,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2014/3/7/0/FNM_040114-Moroccan-Chicken-And-Squash-Recipe-h_s4x3.jpg.rend.hgtvcom.476.357.suffix/1394210805212.jpeg,https://www.foodnetwork.com/recipes/food-network-kitchen/moroccan-chicken-and-squash-3362749
64, Moroccan Harissa Roast Chicken Moroccan Harissa Roast Chicken ,"Deselect All 5 dried New Mexico chiles (about 1 ounce) 4 dried guajillo chiles (about 1 ounce)  2 cups boiling water 1/4 teaspoon whole coriander seeds 1/4 teaspoon whole cumin seeds 2 tablespoons vegetable oil 3 cloves garlic, roughly chopped Juice of 1/2 lemon (about 1 tablespoon) Kosher salt and freshly ground black pepper 8 tablespoons (1 stick) unsalted butter, at room temperature One 3- to 4-pound whole chicken 1/2 yellow onion, quartered 1 rib celery, quartered","Tear open the New Mexico and guajillo chiles and discard the seeds and stems. (You may leave the seeds in if you prefer a spicy harissa.) Tear the chiles into large pieces and place them in a medium bowl. Pour 2 cups boiling water over the chiles and let stand until softened, about 20 minutes. Put the coriander and cumin seeds in a small skillet and cook, swirling often, over medium heat, until the seeds are fragrant and lightly toasted, 2 to 3 minutes. Transfer the spices to a blender and add the oil, garlic, lemon juice and 2 teaspoons kosher salt, then puree until smooth. Using tongs, add the chiles to the blender along with 1/2 cup of their soaking liquid (discard the rest) and puree until very smooth, about 2 minutes on high. Season the harissa with pepper and set aside. Position an oven rack in the center of the oven and preheat to 475 degrees F. In a small bowl, stir together 6 tablespoons butter with 1/4 cup of the harissa until smooth and well-combined; set aside. Place the chicken breast-side-up on a wire rack fitted into a rimmed baking sheet. Slide your forefinger gently under the skin of the chicken and loosen it from the breasts and thighs. Using a spoon, stuff the harissa butter underneath the skin of the breasts and thighs and press it so it spreads out evenly. Rub the exterior of the chicken with the remaining 2 tablespoons butter and sprinkle generously with salt and pepper. Stuff the cavity of the bird with the onion and celery and tie the legs together with butcher's twine. Roast the chicken for 20 minutes, then reduce the heat to 400 degrees F and continue to roast until the skin is crispy and golden brown and a thermometer inserted into the thigh (avoiding bone) reads 160 degrees F, about 45 minutes longer. Remove from the oven and immediately brush all over with the remaining harissa. Set the chicken aside to rest for at least 10 minutes, then serve.",20,118,138,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2017/2/6/0/FNK_Moroccan-Harissa-Chicken_s4x3.jpg.rend.hgtvcom.476.357.suffix/1486405313273.jpeg,https://www.foodnetwork.com/recipes/food-network-kitchen/moroccan-harissa-roast-chicken-3631206
65, Moroccan Lamb Sausage Patties Moroccan Lamb Sausage Patties ,"Deselect All Yogurt Sauce: 1 cup plain yogurt (regular or nonfat) 2 tablespoons chopped fresh cilantro 1/2 teaspoon ground cumin Sausage Patties: 1 pound ground lamb or beef, not too lean 2 cloves garlic, minced or pressed 2 tablespoons chopped fresh cilantro 2 tablespoons red wine vinegar 1 tablespoon paprika (sweet or hot) 1 1/2 teaspoons salt 1 teaspoon ground cumin 1 teaspoon ground coriander 1/2 teaspoon ground allspice Ground black pepper","To prepare yogurt sauce: In a small bowl, mix yogurt, cilantro, and cumin. Set aside. To prepare sausage patties, put meat in a large bowl and add garlic, cilantro, vinegar, paprika, salt, and spices, including a generous grinding of pepper. Mix with your hands until well blended. Form mixture into 8 small patties. Cook patties on a barbecue (or in a nonstick frying pan or well-oiled skillet) until seared on the outside and cooked through inside, about 8 minutes total. Serve drizzled with yogurt sauce.",18,106,124,,https://www.foodnetwork.com/recipes/moroccan-lamb-sausage-patties-recipe-1951798
66, Moroccan Shrimp with Tomatoes and Onions Moroccan Shrimp with Tomatoes and Onions ,"Deselect All Quick Preserved Lemon: 1 Meyer lemon, cut into 8 wedges 1/3 cup lemon juice  1 tablespoon kosher salt  Shrimp: 2 tablespoons extra-virgin olive oil, plus more for drizzling onto the shrimp 1 medium red onion, thinly sliced  2 garlic cloves, thinly sliced  10 ounces cherry tomatoes, halved  2 teaspoons ras el hanout (Middle Eastern spice mix)  1 teaspoon kosher salt  1 pound fresh head-on large shrimp  Leaves from 1 bunch cilantro, chopped","For the quick preserved lemon: In a small saucepan, combine lemon, lemon juice, and salt. Bring to a simmer and cook until lemon is soft, approximately 15 minutes. Cool, then chop. Set aside For the shrimp: Preheat the oven to 400 degrees F. In a heavy-bottomed skillet over medium heat, add the oil followed by onions, garlic, and tomatoes. Gently cook, stirring, until vegetables are fragrant, about 3 minutes. Add the ras el hanout and salt and roast in the oven 5 to 7 minutes. Remove from the oven and fold in chopped preserved lemon. Arrange shrimp over the tomato mixture in an even layer. Drizzle with olive oil and place in the oven until the shrimp are cooked through and are bright coral pink, about 2 minutes. Remove, top with chopped cilantro and serve.",87,50,137,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2019/10/25/YK310_Moroccan-Shrimp-with-Tomatoes-&-Onions_s4x3.jpg.rend.hgtvcom.476.357.suffix/1572016070822.jpeg,https://www.foodnetwork.com/recipes/moroccan-shrimp-with-tomatoes-and-onions-7591657
