name,ingredients,instructions,preparation_time,cooking_time,total_time,image_url,source
Couscous marocain au poulet et aux grains entiers,"'1 tasse de couscous de ble entier 1 cuillere a soupe d'huile vegetale 1 oignon moyen', '2 feuilles de laurier hachees 5 clous de girofle entiers', '½ cuillere a cafe de cannelle ecrasee 1 cuillere a cafe de curcuma seche moulu ¼ cuillere a cafe de poivre de Cayenne moulu 6 sans peau', 'moities de poitrine de poulet desossees - haches 1 boite (16 onces) de pois chiches 1 boite (16 onces) de tomates concassees 1 boite (48 onces liquides) de bouillon de poulet 2 carottes, coupees en morceaux de 1/2 pouce 1 courgette, coupee en 1/2 pouce morceaux de sel au gout","preparer le couscous selon les instructions sur l'emballage. Faites chauffer l'huile dans une grande casserole a feu moyen et faites revenir l'oignon jusqu'a ce qu'il soit tendre. incorporer les feuilles de laurier, les clous de girofle, la cannelle, le curcuma et le poivre de Cayenne. placer le poulet dans la casserole et cuire jusqu'a ce qu'il soit bien dore. verser les pois chiches, les tomates et le bouillon dans la casserole et porter a ebullition. reduire le feu a doux et laisser mijoter 25 minutes. melanger les carottes et les courgettes dans la casserole. Assaisonnez avec du sel. poursuivre la cuisson 10 minutes ou jusqu'a ce que les legumes soient tendres. servir le ragout sur du couscous cuit.",18,87,105,https://www.allrecipes.com/thmb/8FmT0JP_T2MqGJgwoAOjc9VU3nk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/24579-66087008374844e2946075a0f4070688.jpg,https://www.allrecipes.com/recipe/83565/moroccan-chicken-and-whole-grain-couscous/
Couscous marocain,"'1 ¼ cuilleres a cafe de cumin moulu ½ cuillere a cafe de gingembre moulu ¼ cuillere a cafe de clous de girofle moulus ⅛ cuillere a cafe de poivre de Cayenne moulu ½ cuillere a cafe de cardamome moulue ¼ cuillere a cafe de coriandre moulue ¼ cuillere a cafe de piment de la Jamaique moulu 1 cuillere a soupe d'huile d'olive 1 oignon rouge', 'coupe en deux et tranche finement 1 rouge' , 'vert', 'ou poivron jaune', 'coupe en morceaux de 1 pouce 2 courgettes', 'coupees en deux dans le sens de la longueur et coupees en morceaux de ¾ de pouce ½ tasse de raisins secs dores 1 cuillere a cafe de sel casher le zeste rape d'une orange 1 (14,5 onces ) boite de pois chiches a faible teneur en sodium, « rinces et egouttes 1 ½ tasse de bouillon de poulet ½ tasse de jus d'orange 1 ½ tasse de couscous 3 cuilleres a soupe de menthe fraiche hachee »","placez une grande casserole a fond epais sur feu moyen. incorporer le cumin, le gingembre, les clous de girofle, le poivre de Cayenne, la cardamome, la coriandre et le piment de la Jamaique; griller doucement jusqu'a ce qu'il soit parfume, environ 2 a 3 minutes. incorporer l'huile et l'oignon, cuire jusqu'a ce qu'ils soient ramollis. incorporer le poivron et la courgette; cuire 5 minutes. incorporer les raisins secs, le sel, le zeste et les pois chiches. verser le bouillon de poulet et le jus d'orange; augmenter le feu et porter a ebullition. lorsque le melange bout, incorporer le couscous et retirer du feu; couvrir et laisser reposer 5 minutes. remuer avec une fourchette et incorporer la menthe hachee. note du cuisinier ce couscous est delicieux servi avec mon tajine d'agneau et ma raita de concombre.",62,60,122,https://www.allrecipes.com/thmb/liN5GLz3IwFnBn-x4us-DG86KGk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9249075-moroccan-couscous-Deb-Knisley-4x3-1- ea884bab1d6944739e751adedcb6a90d.jpg,https://www.allrecipes.com/recipe/105045/moroccan-couscous/
Saumon roti a froid aux epices marocaines,"'¾ cuillere a cafe de cannelle moulue ¾ cuillere a cafe de cumin moulu ½ cuillere a cafe de sel ½ cuillere a cafe de gingembre moulu ¼ cuillere a cafe de moutarde en poudre ¼ cuillere a cafe de muscade moulue ⅛ cuillere a cafe de poivre de Cayenne ⅛ cuillere a cafe de piment de la Jamaique moulu 2 cuilleres a cafe de sucre blanc 2 livres (1 pouce d'epaisseur) desosse', 'peau- sur des filets de saumon coupes au centre 1 cuillere a soupe de jus de citron vert frais'","dans un petit bol, melanger la cannelle, le cumin, le sel, le gingembre, la moutarde, la muscade, le poivre de Cayenne, le piment de la Jamaique et le sucre ; mettre de cote. tapisser une plaque a patisserie de papier d’aluminium, puis vaporiser d’un enduit a cuisson antiadhesif. rincez le saumon a l'eau froide et sechez-le. Saupoudrez legerement la peau du melange d'epices, puis placez le saumon, cote peau vers le bas, sur la plaque a patisserie preparee. saupoudrer uniformement le reste du melange d'epices sur le saumon. laisser le saumon revenir a temperature ambiante, 30 a 40 minutes. prechauffer le four a 425 degres F (220 degres C). arroser le saumon de jus de citron vert et rotir au four pendant 12 minutes. retirer du four et laisser reposer a temperature ambiante pendant 15 minutes. le saumon sera encore saignant a la sortie du four, mais continuera a cuire au repos. apres 15 minutes, enveloppez bien le poisson dans du papier d'aluminium et refrigerez au moins 2 heures avant de servir.",109,75,184,https://www.allrecipes.com/thmb/5Iq7WXw6_SLnq_9wqerSAedGxHU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/110025cold-roasted-moroccan-spiced-salmonFranceC4x3-390c21b0f11442748d3b5 87f109b07f4.jpg,https://www.allrecipes.com/recipe/110025/cold-roasted-moroccan-spiced-salmon/
Ksra marocaine,« ⅞ tasse d'eau 2 ¼ tasses de farine a pain ¾ tasse de farine de semoule 1 cuillere a cafe de graines d'anis 1 ½ cuillere a cafe de sel ½ cuillere a cafe de sucre blanc 2 cuilleres a cafe de levure seche active 1 cuillere a soupe d'huile d'olive 1 cuillere a soupe de graines de sesame (facultatif) »,"placez le premier ensemble d'ingredients dans le bac de la machine a pain dans l'ordre recommande par le fabricant. selectionner le cycle de pate ; appuyez sur Start. ne mettez pas d'huile d'olive ni de graines de sesame. Lorsque le cycle de pate signale sa fin, retirez la pate de la machine et enfoncez-la. divisez la pate en deux moities et formez des boules. aplatir les boules a une epaisseur de 3/4 de pouce. deposez-les sur une plaque a patisserie legerement farinee. couvrir de serviettes et laisser lever jusqu'a ce qu'il double de volume, environ 30 minutes. prechauffer le four a 400 degres F (200 degres C). badigeonner le dessus de chaque pain d'huile d'olive et saupoudrer de graines de sesame si vous le souhaitez. piquer le dessus des pains partout a l'aide d'une fourchette. cuire au four pendant 20 a 25 minutes au four prechauffe, ou jusqu'a ce que les pains soient dores et sonnent creux lorsqu'on les tapote. servir tiede ou frais.",114,102,216,https://www.allrecipes.com/thmb/1hl7EyE_ANGKvSMiR8qacvRC72k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/348360-3e2006e954a64b4086b81dcf967b67d9.jpg,https://www.allrecipes.com/recipe/38117/moroccan-ksra/
Tajine d'agneau,"'2 livres de viande d'agneau', 'coupee en cubes de 1 ½ pouce 3 cuilleres a soupe d'huile d'olive', 'divisee 2 cuilleres a cafe de paprika 1 cuillere a cafe de cannelle moulue 1 cuillere a cafe de sel casher ¾ cuillere a cafe de poudre d'ail ¾ cuillere a cafe de coriandre moulue ½ cuillere a cafe de cumin moulu ½ cuillere a cafe de cardamome moulue ½ a cafe de gingembre moulu ¼ de cuillere a cafe de curcuma moulu ¼ de cuillere a cafe de poivre de Cayenne ¼ de cuillere a cafe de clous de girofle moulus 1 pincee de safran 2 oignons moyens', 'coupes en cubes de 1 pouce 5 carottes', 'pelees', 'coupees en quatre', 'puis tranchees finement dans le sens de la longueur lanieres 3 gousses d'ail', 'emincees 1 cuillere a soupe de gingembre fraichement rape 1 citron', 'zeste 1 boite (14,5 onces) de bouillon de poulet fait maison ou de bouillon en conserve a faible teneur en sodium 1 cuillere a soupe de concentre de tomates sechees au soleil 1 cuillere a soupe de miel 1 cuillere a soupe de fecule de mais (facultatif) 1 cuillere a soupe d'eau (facultatif)'","placer l'agneau et 2 cuilleres a soupe d'huile d'olive dans un grand bol et melanger pour bien enrober; mettre de cote. dotdash meredith food studios melange le paprika, la cannelle, le sel, la poudre d'ail, la coriandre, le cumin, la cardamome, le gingembre, le curcuma, le poivre de Cayenne, les clous de girofle et le safran dans un grand sac refermable. ajouter l'agneau au sac et remuer pour bien l'enrober. refrigerer pendant au moins 8 heures, de preference toute la nuit. dotdash meredith food studios faites chauffer 1 cuillere a soupe d'huile d'olive restante dans une grande casserole a fond epais a feu moyen-vif. ajouter 1/3 de l'agneau et bien dorer, 5 a 7 minutes. retirer dans une assiette et repeter pour cuire les deux lots d'agneau restants. dotdash meredith food studios ajoute les oignons et les carottes dans la casserole et laisse cuire 5 minutes. incorporer l'ail et le gingembre; poursuivre la cuisson encore 5 minutes. remettre l'agneau dans la casserole et incorporer le zeste de citron, le bouillon de poulet, la pate de tomate et le miel. porter a ebullition, puis reduire le feu a doux. couvrir et laisser mijoter, en remuant de temps en temps, jusqu'a ce que la viande soit tendre, 1 ½ a 2 heures. dotdash meredith food studios dotdash meredith food studios si la consistance du tajine est trop fine, vous pouvez l'epaissir avec de la fecule de mais et de l'eau pendant les 5 dernieres minutes. servir sur du couscous. note du cuisinier de dotdash meredith food studios, servez ce tajine d'agneau avec mon couscous marocain et ma raita de concombre.",115,7,122,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fethnicspoon.com%2Fwp-content%2Fuploads%2F2019%2F04%2Flamb-tagine-sq.jpg&f=1&nofb=1&ipt=91f0f3ef2690c83468f45c9e6c7a678e9a74 434a658a8f130cbc6659ae96b163&ipo =images,https://www.allrecipes.com/recipe/105044/lamb-tagine/
Poulet aux olives I,"« 1 (2 a 3 livres) de poulet entier », « coupe en morceaux 2 cuilleres a soupe d'huile vegetale 2 oignons », « sel hache au gout poivre noir moulu au gout ½ cuillere a cafe de gingembre moulu ½ cuillere a cafe de paprika 1 livre d'olives vertes denoyautees 1 citron », 'jus 2 tasses d'eau'","faire chauffer l'huile dans une grande sauteuse. ajouter les oignons et saupoudrer de gingembre et de paprika. faire revenir jusqu'a ce que les oignons soient dores. placer le poulet sur les oignons. ajoutez environ 1 a 2 tasses d'eau, du jus de citron, du sel, du poivre et des olives. cuire environ 1 heure ou jusqu'a ce que le poulet soit tendre.",43,94,137,https://www.allrecipes.com/thmb/soCf7m75bR0feeFN8vRd-JqpmAA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3894934-b4e4165d2e434acc8b0b2b5b66b174b7.jpg,https://www.allrecipes.com/recipe/8573/olive-chicken-i/
Ragout d'agneau marocain prepare a l'avance,"'1 cuillere a cafe de cannelle moulue 1 cuillere a cafe de cumin moulu 1 cuillere a cafe de sel casher ½ cuillere a cafe de gingembre moulu ¼ cuillere a cafe de clous de girofle moulus ¼ cuillere a cafe de muscade moulue ¼ cuillere a cafe de curcuma moulu ⅛ cuillere a cafe de curry en poudre 1 livre d'agneau hache 1 cuillere a soupe de beurre 1 oignon doux', 'hache 2 (14,5 once) boites de consomme de boeuf 1 (15 onces) boite de pois chiches », « egouttes et rinces 1 (14,5 onces) boite de bouillon de boeuf biologique 1 (14,5 onces) boite de bouillon de poulet biologique 1 (14,5 onces) boite de tomates en des », « non egouttees 2 patates douces moyennes', '3 grosses carottes pelees et coupees en des', 'hachees 1 tasse de lentilles sechees', 'rincees ½ tasse d'abricots secs haches 1 cuillere a soupe de miel poivre noir moulu', 'au gout'","melanger la cannelle, le cumin, le sel, le gingembre, les clous de girofle, la muscade, le curcuma et la poudre de curry dans un grand bol. ajouter l'agneau au melange d'epices et melanger jusqu'a ce que le tout soit bien melange. faire fondre le beurre dans une grande casserole a feu moyen. ajouter l'oignon et faire revenir jusqu'a ce qu'il soit tendre et commence tout juste a dorer, 5 a 10 minutes. ajouter l'agneau epice; cuire et remuer jusqu'a ce qu'il soit dore et friable, 6 a 8 minutes. ajouter le consomme, les pois chiches, le bouillon de boeuf, le bouillon de poulet, les tomates en des, les patates douces, les carottes, les lentilles, les abricots et le miel ; porter a ebullition. reduire le feu a doux et laisser mijoter jusqu'a ce que les legumes et les lentilles soient tendres, environ 30 minutes. assaisonner de poivre. astuces Le melange d'epices de l'etape 1 peut etre utilise pour assaisonner les hamburgers ou pour frotter a sec la viande ou le poisson. avancez en gros pour en avoir toujours sous la main. pour des resultats plus savoureux, couvrez et refrigerez l'agneau epice pendant 8 heures avant de passer a l'etape 3. pour preparer a l'avance ou congeler : preparez le ragout jusqu'a l'etape 4, puis reduisez le feu a doux et laissez mijoter pendant 5 minutes. retirer du feu et laisser refroidir dans la casserole. transferer le ragout dans un recipient allant au congelateur et refrigerer jusqu'a 3 jours, ou congeler. au moment de manger, transferer le ragout refrigere (ou decongele) dans une casserole. porter a ebullition a feu moyen, puis reduire le feu et laisser mijoter jusqu'a ce que le tout soit bien chaud. pour decongeler un ragout surgele : decongeler au refrigerateur pendant 24 a 48 heures.",28,70,98,https://www.allrecipes.com/thmb/SsK17AL9pcI2Or9IOCBpAw07MO4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/217108-make-ahead-moroccan-lamb-stew-mfs_218-b659c2dd0cf64a0b83ee32eedf 459390.jpg,https://www.allrecipes.com/recipe/217108/make-ahead-moroccan-lamb-stew/
Poulet maroccain,"« 1 cuillere a soupe d'huile d'olive 1 livre sans peau », « viande de poitrine de poulet desossee - coupee en cubes 1 cuillere a cafe de sel 1 oignon », « 2 carottes hachees », « 2 branches de celeri tranchees », « 2 gousses d'ail tranchees », « 1 cuillere a soupe fraiche hachee » racine de gingembre ¾ cuillere a cafe de cumin moulu ½ cuillere a cafe de paprika ½ cuillere a cafe d'origan seche ¼ cuillere a cafe de poivre de Cayenne moulu ¼ cuillere a cafe de curcuma moulu 1 ½ tasse de bouillon de poulet 1 tasse de tomates concassees 1 tasse de pois chiches en conserve', '1 courgette egouttee', 'tranche 1 cuillere a soupe de jus de citron'","chauffer l'huile dans une grande casserole a feu moyen. ajouter le poulet et assaisonner de sel. cuire, en remuant de temps en temps, jusqu'a ce que le poulet soit partiellement cuit, 3 a 4 minutes. transferer dans une assiette. ajouter l'oignon, les carottes, le celeri et l'ail dans la casserole; faire sauter jusqu'a tendrete, 4 a 5 minutes. incorporer le gingembre, le cumin, le paprika, l'origan, le poivre de Cayenne et le curcuma ; faire sauter jusqu'a ce qu'il soit parfume, environ 1 minute. ajouter le bouillon et les tomates, puis remettre le poulet dans la poele. reduire le feu a doux et laisser mijoter 10 minutes. incorporer les pois chiches et les courgettes. remettre a ebullition, puis couvrir la casserole et cuire jusqu'a ce que les courgettes soient tendres, environ 15 minutes. incorporer le jus de citron et servir.",110,43,153,https://www.allrecipes.com/thmb/KNUl1MomhRM3i8RInNehcpJDvcg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/242569-3beac386a59741f9b0318ba0d7396a2e.jpg,https://www.allrecipes.com/recipe/18182/moroccan-chicken/
Ragout de pois chiches marocain,"'1 cuillere a soupe d'huile d'olive 1 petit oignon', '2 gousses d'ail hachees', 'emincees 2 cuilleres a cafe de cumin moulu 2 cuilleres a cafe de coriandre moulue ½ cuillere a cafe de poivre de Cayenne', 'ou au gout 1 cuillere a cafe de garam masala ½ cuillere a cafe de curry en poudre 1 pincee de sel 3 pommes de terre ', 'coupe en cubes de 1/2 pouce 1 boite (14,5 onces) de tomates en des', 'non egouttee 1 tasse de sauce tomate 1 tasse d'eau de raisins dores', 'ou assez pour couvrir 1 boite (14,5 onces) de pois chiches', 'egouttes et rince 1 bouquet de chou frise », « cotes retirees », « ½ tasse de coriandre fraiche hachee hachee »","faire chauffer l'huile d'olive dans une grande casserole a feu moyen; cuire l'oignon et l'ail dans l'huile chaude jusqu'a ce que les oignons soient translucides, 5 a 7 minutes. incorporer le cumin, la coriandre, le poivre de Cayenne, le garam masala, la poudre de curry et le sel a l'oignon et a l'ail ; cuire ensemble jusqu'a ce qu'il soit parfume, environ 1 minute. ajoutez les pommes de terre, les tomates en des, la sauce tomate et les raisins secs dans la casserole. versez suffisamment d'eau sur le melange pour couvrir; porter a ebullition et cuire jusqu'a ce que les pommes de terre soient tendres, 10 a 15 minutes. ajoutez les pois chiches et le chou frise dans la casserole; laisser mijoter jusqu'a ce que le chou frise se fane, environ 3 minutes. saupoudrez de coriandre sur le ragout et retirez immediatement la casserole du feu.",54,61,115,https://www.allrecipes.com/thmb/HDTU7uEGCCXCLHVsCxmRn3N2mOA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8791393-d017638a32aa4a0e82c9c807257aff31.jpg,https://www.allrecipes.com/recipe/217947/moroccan-chickpea-stew/
Tajine de poulet marocain aux poires caramelisees,"'7 cuilleres a soupe d'huile d'olive', '2 oignons divises', '1 poulet entier pele et tranche', 'coupe en morceaux 1 cuillere a cafe de curcuma moulu 1 cuillere a cafe de cumin moulu 1 cuillere a cafe de coriandre moulue 1 cuillere a cafe de sel 3 batons de cannelle 2 feuilles de laurier', ' 1 bouquet de coriandre fraiche ecrasee, '2 cuilleres a soupe de racine de gingembre fraiche hachee', 'pelee et hachee ½ tasse d'eau 2 cuilleres a soupe de beurre 2 poires', 'evidees et tranchees 2 cuilleres a soupe de miel'","prechauffer le four a 350 degres F (175 degres C). faites chauffer 2 cuilleres a soupe d'huile d'olive dans une poele a feu moyen. ajouter les oignons; cuire et remuer jusqu'a ce qu'il soit ramolli et dore, 8 a 10 minutes. transferer les oignons dans un pot a tajine. superposer les morceaux de poulet sur les oignons. melanger le curcuma, le cumin, la coriandre moulue et le sel dans un petit bol ; bien melanger avec les 5 cuilleres a soupe d'huile d'olive restantes. etaler le melange d'epices sur les morceaux de poulet. ajouter les morceaux de cannelle, les feuilles de laurier, le gingembre et la coriandre. versez 1/2 tasse d’eau et couvrez le pot a tajine avec un couvercle. cuire au four prechauffe jusqu'a ce que le poulet ne soit plus rose au niveau des os et que le jus soit clair, environ 50 minutes. un thermometre a lecture instantanee insere pres de l'os devrait indiquer 165 degres F (74 degres C). faire fondre le beurre dans une poele a feu doux pendant la cuisson du poulet. ajouter les tranches de poires et le miel et cuire en remuant jusqu'a ce que le miel soit caramelise. Retirer le tajine du four et incorporer les poires caramelisees. remettre au four et cuire encore 10 minutes. x_octets(1500",76,39,115,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fwww.thespruceeats.com%2Fthmb%2F0fU4EHMhjOX0ZhMRz1LOX1KVukE%3D%2F6016x4016%2Ffilters%3Ano_upscale()%3Amax_bytes(150000)%3Astrip_icc( )%2FTajine-de-poulet-aux-citrons-conservés-olives-2394715-étape-06-493352800d56492b8a621dc49fdc9ae3.jpg&f=1&nofb=1&ipt=5680eef88a7b34304bdf04878e704315326f58d2d 52be971e232cb24c9b49fbc&ipo=images,https://www.allrecipes.com/recipe/262055/moroccan-chicken-tagine-with-caramelized-pears/
Ragout de patates douces marocain,"'3 tasses de patates douces pelees et coupees en cubes 3 tasses de bouillon de legumes', 'divisees 2 cuilleres a cafe d'huile d'olive 1 tasse d'oignon hache 1 branche de celeri', 'hache ½ tasse de poivron rouge hache 1 gousse d'ail', 'emince', 'ou plus pour gouter 1 boite de pois chiches (15 onces), egouttees et rincees 1 boite de tomates en des (14,5 onces), egouttees 1 cuillere a soupe de jus de citron 2 cuilleres a cafe de gingembre frais rape 1 cuillere a cafe de cumin moulu 1 cuillere a cafe de curry en poudre 1 cuillere a cafe de coriandre moulue 1 cuillere a cafe de piment poudre ½ cuillere a cafe de sel ¼ cuillere a cafe de poivre ½ tasse de raisins secs 2 cuilleres a soupe de beurre de cacahuete'","placez les patates douces dans un bol allant au micro-ondes et ajoutez un peu de bouillon. cuire au micro-ondes jusqu'a ce qu'il soit legerement ramolli, 3 a 5 minutes. faire chauffer l'huile d'olive dans une marmite a feu moyen. ajouter l'oignon, le celeri, le poivron et l'ail. cuire et remuer pendant 3 a 5 minutes. ajouter les patates douces ramollies, le reste du bouillon, les pois chiches, les tomates, le jus de citron, le gingembre, le cumin, la poudre de curry, la coriandre, la poudre de chili, le sel et le poivre. porter a ebullition, reduire le feu et couvrir la casserole. laisser mijoter la soupe jusqu'a ce que les legumes soient tendres, environ 20 minutes. incorporer les raisins secs et le beurre de cacahuete a la soupe et laisser mijoter encore 5 minutes. ajuster les epices si necessaire.",72,26,98,https://www.allrecipes.com/thmb/BMrM_10ybsyf6-3lpz7s0mJW6SE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5934099-129801b44c5d4dad91f5c5bb61a6963f.jpg,https://www.allrecipes.com/recipe/268687/moroccan-sweet-potato-stew/
Carottes roties aux epices marocaines,"« 2 livres de carottes », « coupees en tranches epaisses ¼ tasse d'huile d'olive 2 cuilleres a soupe de jus de citron 2 cuilleres a cafe de sucre blanc 1 cuillere a cafe de cumin moulu ½ cuillere a cafe de cannelle moulue ½ cuillere a cafe de poudre d'ail ⅛ cuillere a cafe de poivre de Cayenne », « ou au gout du papier d'aluminium »","prechauffer le four a 450 degres F (230 degres C). melanger les carottes dans un bol avec l'huile d'olive, le jus de citron, le sucre, le cumin, la cannelle, la poudre d'ail et le poivre de Cayenne. transferer dans une grande rotissoire et disposer en une seule couche. rotir au four prechauffe, en retournant souvent, 20 a 30 minutes. note du cuisinier : j'ai essaye des carottes surgelees, mais il est probablement preferable d'utiliser des carottes fraiches deja a temperature ambiante.",95,38,133,https://www.allrecipes.com/thmb/ZLBOten-_T5GICzLhNX7QFyyhlk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7790862-a4fc40ae4acb483d94f9b5b6aaf24a95.jpg,https://www.allrecipes.com/recipe/278849/moroccan-spiced-roasted-carrots/
Citrons Confits Express (Citrons en Conserve Rapide),"« 2 citrons », « coupes en fines tranches ¼ tasse d'eau 2 cuilleres a soupe d'eau 1 citron », « presse 1 cuillere a soupe de sel »","melanger les quartiers de citron, 1/4 tasse plus 2 cuilleres a soupe d'eau, le jus de citron et le sel dans un recipient allant au micro-ondes. cuire au micro-ondes pendant 10 minutes, en remuant a intervalles de 2 minutes pour eviter les deversements. verser le melange dans un pot sterilise et hermetique. laisser reposer 24 heures avant utilisation.",10,87,97,https://www.allrecipes.com/thmb/WwNHPMLKYfX0NJijU4C85oxsw6A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7964516-4ae4f8705533470aa86756cccc842533.jpg,https://www.allrecipes.com/recipe/257169/citrons-confits-express-quick-preserved-lemons/
Couscous marocain sucre et noisette,"« 2 tasses de bouillon de legumes 5 cuilleres a soupe de beurre non sale ⅓ tasse de dattes hachees ⅓ tasse d'abricots secs haches ⅓ tasse de raisins secs dores 2 tasses de couscous sec 3 cuilleres a cafe de cannelle moulue ½ tasse d'amandes effilees », « grillees »","verser le bouillon de legumes dans une grande casserole et porter a ebullition. ajoutez le beurre, les abricots, les dattes et les raisins secs. faire bouillir pendant 2 a 3 minutes. retirer du feu et incorporer le couscous. couvrir et laisser reposer 5 minutes. incorporer la cannelle et les amandes grillees et servir. Astuce de recette pour griller les amandes, les etaler sur une plaque a patisserie et cuire au four prechauffe a 350 degres F (175 degres C) jusqu'a ce qu'elles soient parfumees, environ 10 minutes.",110,72,182,https://www.allrecipes.com/thmb/-GHB4Lpr1xPzE798b8_ARiHo-9o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/924886-5fc2561264ed4ad49c5c4b1524e1e8af.jpg,https://www.allrecipes.com/recipe/81551/sweet-and-nutty-moroccan-couscous/
Cornes de Gazelle,"'2 ¼ tasses d'amandes ¾ tasse de sucre blanc 1 cuillere a soupe de sucre blanc ¼ cuillere a cafe de cannelle moulue 1 oeuf 1 cuillere a soupe d'eau de fleur d'oranger 2 tasses de farine tout usage ½ tasse de beurre ramolli', 'beurre non sale', 'coupe en des 1 cuillere a soupe de beurre non sale 1 pincee de sel 1 oeuf', 'battu 3 cuilleres a soupe d'huile vegetale 1 ½ cuilleres a soupe d'eau de fleur d'oranger 6 cuilleres a soupe de miel 1 cuillere a soupe d'eau de fleur d'oranger 3 cuilleres a soupe de pistaches concassees', 'ou au gout'","prechauffer le four a 300 degres F (150 degres C). Tapisser une plaque a patisserie de papier sulfurise. etaler les amandes sur la plaque a patisserie. cuire au four prechauffe jusqu'a ce que les amandes soient parfumees et grillees, 20 a 25 minutes. preparer la pate a patisserie pendant que les amandes rotissent. melanger la farine, 1/2 tasse plus 1 cuillere a soupe de beurre et le sel dans un bol et frotter jusqu'a ce que le melange ressemble a de la chapelure. ajouter l'oeuf, l'huile et 1 1/2 cuilleres a soupe d'eau de fleur d'oranger; petrir le tout pour obtenir une pate feuilletee lisse. ajoutez un peu d'eau, 1 cuillere a cafe a la fois, si la pate est trop seche. faconner la pate a patisserie en boule, l'envelopper dans une pellicule plastique et laisser reposer 30 minutes. retirer les amandes du four et laisser refroidir legerement, environ 5 minutes. placer les amandes dans le bol d'un robot culinaire; traiter jusqu'a ce qu'il soit moulu finement et uniformement. ajoutez 3/4 tasse plus 1 cuillere a soupe de sucre, la cannelle, l'oeuf et 1 cuillere a soupe d'eau de fleur d'oranger dans cet ordre au robot culinaire, en pulsant apres chaque ajout jusqu'a ce que le melange soit uniformement combine et ressemble a une pate. retirer les petites portions de garniture de la taille d’une noix avec les mains graissees. roulez-les en petites buches aux extremites fines. mettre de cote. prechauffer le four a 325 degres F (165 degres C). Tapisser une plaque a patisserie de papier sulfurise. etaler la moitie de la pate feuilletee sur une surface legerement farinee jusqu'a ce qu'elle soit tres fine. deposer une des buches de pate d'amande sur le bord de la pate, replier la pate sur la garniture en la recouvrant entierement et sceller les bords. faconner avec les doigts en forme de croissant. a l'aide d'un emporte-piece, decoupez autour du croissant et transferez-le sur la plaque a patisserie preparee. repeter avec le reste de la pate et la garniture. cuire au four prechauffe jusqu'a ce que les cornes de gazelle soient legerement dorees et bien cuites, environ 20 minutes. ils ne devraient pas devenir trop sombres. laisser refroidir legerement, environ 3 minutes. faire chauffer le miel dans une petite casserole a feu moyen-doux. retirer du feu et incorporer 1 cuillere a soupe d'eau de fleur d'oranger. tremper les cornes de gazelle dans le miel et les deposer sur une assiette de service. parsemer de pistaches concassees. note du cuisinier : la garniture de cette recette contient moins de sucre que d'habitude, car le miel les adoucit davantage. si vous decidez d'omettre le miel, vous pouvez ajouter un total de 1 tasse de sucre a la garniture (ou plus si vous l'aimez extra sucre).",40,42,82,https://www.allrecipes.com/thmb/3m9JloU25vCmHhZYczR1mOj9WL4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4775615-b68712738cad411ba95fc50e8379f58f.jpg,https://www.allrecipes.com/recipe/262056/cornes-de-gazelle-gazelle-horns/
